trialname,Right_AnkleDorsiFlexion_min,Right_AnkleDorsiFlexion_max,Right_AnkleDorsiFlexion_rom,Right_AnkleDorsiFlexion_td,Right_AnkleDorsiFlexion_to,Right_AnkleInversion_min,Right_AnkleInversion_max,Right_AnkleInversion_rom,Right_AnkleInversion_td,Right_AnkleInversion_to,Right_AnkleInternalRotation_min,Right_AnkleInternalRotation_max,Right_AnkleInternalRotation_rom,Right_AnkleInternalRotation_td,Right_AnkleInternalRotation_to,Right_KneeFlexion_min,Right_KneeFlexion_max,Right_KneeFlexion_rom,Right_KneeFlexion_td,Right_KneeFlexion_to,Right_KneeAdduction_min,Right_KneeAdduction_max,Right_KneeAdduction_rom,Right_KneeAdduction_td,Right_KneeAdduction_to,Right_KneeInternalRotation_min,Right_KneeInternalRotation_max,Right_KneeInternalRotation_rom,Right_KneeInternalRotation_td,Right_KneeInternalRotation_to,Right_HipFlexion_min,Right_HipFlexion_max,Right_HipFlexion_rom,Right_HipFlexion_td,Right_HipFlexion_to,Right_HipAdduction_min,Right_HipAdduction_max,Right_HipAdduction_rom,Right_HipAdduction_td,Right_HipAdduction_to,Right_HipInternalRotation_min,Right_HipInternalRotation_max,Right_HipInternalRotation_rom,Right_HipInternalRotation_td,Right_HipInternalRotation_to
P06_Mid_0021,-22.9593525089837,12.8839231263562,35.8432756353399,0.62806940989936,-22.9593525089837,-2.71139761638944,0.730116551715612,3.44151416810506,0.714862924843938,-2.16368337349345,-3.35678058773312,0.952345104778274,4.3091256925114,0.932209602722511,-2.70104158847793,-1.04660995287928,51.1737572897421,52.2203672426214,-1.04660995287928,51.1737572897421,0.460304848577654,5.69859246074503,5.23828761216737,0.982129135419434,2.30368882770099,-14.2787117298248,6.53256155919059,20.8112732890154,-14.0737741354288,-2.32613167351682,-13.8850381228988,29.5483586657349,43.4333967886337,27.4353965584041,-2.26077368637338,-13.6870955782326,3.51371347289645,17.2008090511291,-6.84978292743606,-13.6870955782326,-7.00873533279189,0.0854579065697901,7.09419323936168,-5.90389429492275,-6.0386478386732
P06_Mid_0026,-23.3249212852193,11.4931995423098,34.8181208275291,0.611239609631428,-23.3249212852193,-2.07117996622615,1.30162689051833,3.37280685674448,0.96765094144005,-1.76116594351477,-2.58885561008178,1.71519818360401,4.30405379368579,1.26328029058851,-2.20881533307335,-0.144354019171818,50.6101432631695,50.7544972823414,-0.144354019171818,50.6101432631695,0.732168546173778,5.62108823730376,4.88891969112999,1.32074352687697,2.58133987946146,-14.1883712582379,7.02397310547518,21.2123443637131,-13.9749272455375,-1.34623988743801,-14.5210543796196,29.6510086469095,44.1720630265292,28.0616135708413,-2.82204875344763,-14.7895944952622,2.59914515614755,17.3887396514098,-7.27083449944601,-14.7895944952622,-7.47445531344026,-0.8730859591282,6.60136935431206,-6.2823396867588,-5.82452192666251
P07_Base_0003,-20.9423027917012,11.128239548148,32.0705423398492,-0.687270590926889,-20.9423027917012,-3.16086529522974,1.48853979966167,4.64940509489141,0.805516055017801,-1.21762121160241,-3.83370503963949,1.92435802771675,5.75806306735623,1.03884650781978,-1.52257168512262,0.229840954272346,51.7822535693557,51.5524126150834,0.229840954272346,51.7822535693557,-0.732291502614446,3.03957168245823,3.77186318507268,0.144821441658743,0.355734565869227,-12.3866490350444,5.70722099562294,18.0938700306673,-12.1114926454853,-3.37641800421968,-15.5139214538766,29.3117666143669,44.8256880682435,27.5776614066063,-2.51984677317689,-10.9080085892169,6.66149891176543,17.5695075009824,-5.31472736604209,-10.9053397420095,-9.84960398780157,-1.87887609731732,7.97072789048425,-7.97269350537761,-7.58605938903817
P07_Base_0004,-20.9336581817199,10.119860148169,31.053518329889,-0.794812586695322,-20.9336581817199,-2.94363296968279,2.59326281753933,5.53689578722212,0.803262557861314,-0.252088203585669,-3.57343981224973,3.39557749216787,6.96901730441761,1.02725239607717,-0.310909088118768,-0.790597783042141,51.3517679943483,52.1423657773904,-0.328341777770557,51.3517679943483,-1.29098285384317,1.76819118568796,3.05917403953113,-0.25363656216932,-0.262996653219282,-10.9231423229863,3.81350726449849,14.7366495874848,-9.96864488817066,-4.00637657812677,-15.8596931451605,28.666164359466,44.5258575046265,26.4665671540237,-2.52463878296902,-8.56040998444669,8.73261363236116,17.2930236168079,-4.18082244214872,-8.56040998444669,-11.3756375973618,-3.40396782329491,7.97166977406684,-9.98515678188194,-8.29054543960254
P07_Base_0005,-20.57160029835,10.2188209568046,30.7904212551546,-0.959482490987558,-20.57160029835,-3.83990324169535,1.97594802989111,5.81585127158645,0.784284329960042,-0.629698014081352,-4.60331972735457,2.57544132819647,7.17876105555104,1.00255718166215,-0.769674171299264,0.0904302737266334,50.4995451989021,50.4091149251755,0.0904302737266334,50.4995451989021,-1.28458237058403,1.7122160066658,2.99679837724983,-0.283333384028935,-0.680249271194296,-11.598210847148,4.66650885880501,16.264719705953,-10.5041675092047,-4.19564258723718,-16.3268770553874,29.9134505835864,46.2403276389738,27.4534352364146,-3.45746542960849,-9.14884192035333,8.25081186240377,17.3996537827571,-4.38979790292225,-9.14884192035333,-11.7691376062304,-2.83576555791272,8.93337204831768,-10.1908374289021,-8.60362819799732
P07_Base_0006,-20.8135745510747,10.554004992325,31.3675795433997,-0.816256511747019,-20.8135745510747,-3.99614165142299,2.01146740309108,6.00760905451407,0.799978916974563,-0.487698255184376,-4.77428875758778,2.60323719053959,7.37752594812737,1.02275148599692,-0.610569888107778,-0.396406286038274,50.0823327988856,50.4787390849238,-0.396406286038274,50.0823327988856,-1.4962105095421,1.73114845313779,3.22735896267989,-0.28007918006265,-0.861788336286736,-10.9970587702079,5.25819700534997,16.2552557755578,-10.5318911767075,-4.07375341056379,-16.5272235552888,30.1733879022934,46.7006114575821,27.4092447576011,-3.57380447756867,-8.81739411330038,9.08788272292299,17.9052768362234,-4.7448552312593,-8.81739411330038,-11.8492798711129,-2.24253179480239,9.60674807631054,-10.5737233202358,-8.32997805567672
P07_Base_0008,-21.0413429545367,10.2158647870473,31.2572077415841,-1.09346402799425,-21.0413429545367,-3.67098500590226,1.57867972481115,5.24966473071341,0.738289603233083,-1.02823636789148,-4.41218287176853,2.0335541339261,6.44573700569464,0.944134299286896,-1.27840673481682,0.240436282214987,50.060666032555,49.82022975034,0.240436282214987,50.060666032555,-1.33283895210814,1.6992383410302,3.03207729313834,-0.389800936531879,-0.650089031494174,-11.1494605245166,5.02310409195449,16.1725646164711,-10.3962880498767,-4.91053354014442,-16.8993662398592,28.9351288853519,45.8344951252111,26.804053745906,-3.41694027585939,-9.01446365500611,8.49029793278908,17.5047615877952,-5.05566469920044,-9.01446365500611,-11.3083711206204,-2.94993534933431,8.35843577128606,-9.67269836186369,-8.53610454916637
P07_Mid_0016,-21.5501691207319,9.41201527139746,30.9621843921293,-0.193916448902957,-21.5501691207319,-3.62782449126646,1.6790407277524,5.30686521901885,0.813228080643137,-0.916197357405764,-4.3638350705867,2.16462661918521,6.52846168977192,1.03948292553172,-1.14163576180095,1.03960615208109,49.6981255020833,48.6585193500022,1.47006461251945,49.6981255020833,-1.51560609597745,1.65968701635585,3.1752931123333,-0.385289009440545,-0.972207381796761,-11.0719559325685,5.67462721674572,16.7465831493142,-10.5921487268211,-4.11786385686551,-16.9559690586709,30.4438695301025,47.3998385887734,28.565591012675,-4.27444753236815,-9.87732482610176,8.4520477983761,18.3293726244779,-4.92783921831933,-9.83856463053602,-11.1239523083091,-2.69906677977249,8.42488552853658,-9.89209407522162,-8.8249883780292
P07_Mid_0017,-22.3275600212475,9.09441571429694,31.4219757355445,-0.375462139226333,-22.3275600212475,-3.60058488817736,2.36082114095359,5.96140602913094,0.818950413240099,-0.481910824484417,-4.32968508956663,3.07779476927061,7.40747985883724,1.04735165423597,-0.599052046280807,0.14599766010388,50.0764911300668,49.930493469963,0.624515055733071,50.0764911300668,-1.39168242288824,1.77069479660616,3.1623772194944,-0.242648995987389,-0.773943266355975,-10.8515554856762,5.64131224284092,16.4928677285172,-10.0875985132383,-3.43693867566826,-17.60590230098,30.520756494749,48.126658795729,28.2542691606604,-4.16428247023598,-9.97810781705502,9.05374426053009,19.0318520775851,-4.9281614356998,-9.97810781705502,-11.5861657694895,-2.60884686372989,8.9773189057596,-10.2194571332765,-9.07478516228296
P07_Mid_0018,-22.0992327699109,9.67593576846643,31.7751685383774,0.0119444792137058,-22.0992327699109,-3.15273470435565,2.09900601192151,5.25174071627716,0.66603166362503,-0.382077007699205,-3.81535518769042,2.73289961815213,6.54825480584254,0.851349788386333,-0.467452104066378,0.532425564544276,50.434175777192,49.9017502126477,0.940492149502244,50.434175777192,-1.52661639555344,1.7177064005586,3.24432279611203,-0.363949822060086,-0.985464974656269,-11.4400018514549,5.61792209417347,17.0579239456284,-10.9601313250579,-3.50879405695766,-17.3561536421808,30.8215969181786,48.1777505603594,28.2345959995838,-3.94762204913927,-9.71153601530915,8.98355847685734,18.6950944921665,-4.90457359554122,-9.71153601530915,-11.4810665738636,-2.83202020850061,8.64904636536301,-9.70581789438461,-8.44790123362399
P07_Mid_0019,-21.8574288893501,8.74306719282701,30.6004960821771,-1.75266834659454,-21.8574288893501,-3.30930785107981,2.90529187916233,6.21459973024214,1.17534025605151,0.0411773516176851,-3.99724209295062,3.8269453001342,7.82418739308483,1.50670699245875,0.0605983850009157,-0.17030014099155,50.8449979871986,51.0152981281901,0.3350761639097,50.8449979871986,-1.47345605801933,1.75304770914544,3.22650376716477,-0.250703261700639,-0.844191997219207,-11.4126686936012,4.93322482235545,16.3458935159567,-10.1788488843891,-3.04685997988501,-16.8324447119629,30.5065897804337,47.3390344923967,28.1311873476641,-3.54092404193943,-9.07433626179334,9.51251994372961,18.586856205523,-4.79172639926096,-9.07005160316899,-11.7269567734527,-2.41467940130967,9.312277372143,-10.6003035495073,-8.33981827360235
P07_Mid_0021,-22.2822241295099,8.64295433868042,30.9251784681903,0.277299253099393,-22.2822241295099,-3.75487158850631,2.16687616522101,5.92174775372731,0.761785389219083,-0.3555562531491,-4.50813179504432,2.81603417874281,7.32416597378713,0.973475019291266,-0.441422753988702,1.05213267266878,49.6352641103779,48.5831314377091,1.7052535909368,49.6352641103779,-1.82859269892142,1.64421473244868,3.4728074313701,-0.251988588384852,-1.28744127802425,-9.82236656768725,6.40485071881545,16.2272172865027,-9.49177747005348,-2.44553646860308,-17.5732837060716,31.5848895704391,49.1581732765107,28.8838933433609,-4.36510584776,-9.8053684653184,8.91884660086142,18.7242150661798,-4.66808545826115,-9.79366724740397,-11.4265564310635,-1.32346054176802,10.1030958892955,-10.5159120719737,-8.08551054928672
P09_Base_0003,-17.6488729800622,11.9885352877838,29.637408267846,2.60729558275728,-17.6488729800622,-1.74389490323277,3.72117976085149,5.46507466408426,1.65755543361349,1.20089429819865,-1.7043376321075,5.31741519857287,7.02175283068037,2.51310315178058,1.95653200835789,0.223687783705747,47.8860657643471,47.6623779806414,0.683059210535601,47.8860657643471,0.409359957010764,4.62828985683289,4.21892989982212,0.409359957010764,3.32340399524362,-5.1755131045729,11.1101804046258,16.2856935091987,-3.79890524797838,1.26073206243637,-17.4310616920463,28.3872527296349,45.8183144216812,25.6889664318129,-5.42471499243817,-9.6494204574802,6.83826499547538,16.4876854529556,-6.90462784471808,-9.6494204574802,-5.28238382163782,0.83249985356656,6.11488367520438,-2.84573577969457,-5.04926149126792
P09_Base_0005,-18.3180003407337,11.2822968497842,29.6002971905179,2.29470608675912,-18.3180003407337,-1.78581442400866,3.97337007775681,5.75918450176547,1.39112183236018,1.26663770948377,-1.75372729400834,5.66854368828535,7.42227098229369,2.16970079215075,2.03294188623951,0.462057830762413,47.8574012260944,47.395343395332,1.02447416360324,47.8574012260944,0.464487212421178,4.73712373595509,4.27263652353391,0.464487212421178,3.39239854292573,-3.94483222700252,10.9743508971941,14.9191831241966,-2.33308573453786,2.29879519774902,-17.0101345874546,28.1801703714499,45.1903049589045,25.5663347102704,-5.33192290623978,-10.0882355244648,6.84029290701051,16.9285284314753,-6.42507271559972,-10.0882355244648,-5.68655303155488,0.555926898856832,6.24247993041171,-3.0556830947815,-5.29702187744532
P09_Base_0006,-18.0173396530688,11.1590737926961,29.1764134457649,2.25458025927687,-18.0173396530688,-2.02326364717021,3.77421900035505,5.79748264752526,1.61943041108739,1.09135555946755,-2.02977095044575,5.38540030032382,7.41517125076957,2.46272003357385,1.80510951799826,0.444625245026658,47.2386740244041,46.7940487793775,0.444625245026658,47.2386740244041,0.494274620621283,4.74147415636005,4.24719953573877,0.494274620621283,3.53236684181444,-4.80182361447685,10.9172433229591,15.7190669374359,-3.34554026801484,1.85597020742849,-17.0267144370623,28.7007922630478,45.7275067001101,25.445458927388,-5.59978838144301,-9.83775248947043,6.76438058050318,16.6021330699736,-6.58762320992584,-9.83775248947043,-6.19451454136013,0.988731541430728,7.18324608279086,-3.78427612420947,-4.89129213203234
P09_Base_0007,-18.4966297179971,11.3637367668466,29.8603664848437,2.12456404583252,-18.4966297179971,-2.29033288179234,3.13226856214378,5.42260144393611,1.43963196412304,0.40846907555079,-2.342508043219,4.47876230112283,6.82127034434183,2.2312743702305,0.923759179006824,-0.0891989860188931,47.0601310901901,47.149330076209,0.247960396930129,47.0601310901901,0.380271295275639,4.70117287763562,4.32090158235998,0.380271295275639,3.57922194802336,-4.75305309115736,10.4846810461508,15.2377341373082,-2.88048511591239,0.183194130320188,-17.5430740874169,28.5346782037704,46.0777522911874,25.7986295650148,-5.9136522201943,-9.58408494131793,6.95630262320371,16.5403875645216,-6.43436638895941,-9.58408494131793,-5.87335057217599,0.537238721303586,6.41058929347958,-3.56601547980303,-4.71164059653907
P09_Base_0008,-18.0612961348709,10.9193744921596,28.9806706270305,2.03933001072174,-18.0612961348709,-2.15929105093882,3.28974159730546,5.44903264824428,1.39635380371734,0.822390650662576,-2.19060857748978,4.69626324100193,6.88687181849171,2.1762528989626,1.45394876290502,0.155270067212759,46.3621707770139,46.2069007098012,0.155270067212759,46.3621707770139,0.444973054947,4.45742549886898,4.01245244392198,0.444973054947,3.27261992518419,-4.66021603693534,11.2868776340062,15.9470936709416,-2.91127445148349,1.27825436905,-16.9557494224676,28.4698795953559,45.4256290178235,25.6556382969251,-6.0673957184435,-9.96328540212452,6.49781762253577,16.4611030246603,-6.17351278331296,-9.96328540212452,-5.74121770554306,0.566155011339519,6.30737271688258,-3.6032345031592,-5.19413915179682
P09_Mid_0016,-19.2320728385251,10.5315316108398,29.7636044493649,2.8214786028138,-19.2320728385251,-2.12996297081377,3.83893752006241,5.96890049087618,1.36833145390783,1.00000558798733,-2.15677914362883,5.4627995329193,7.61957867654813,2.14015401133054,1.68271862741305,-0.344964780027392,46.3039878780414,46.6489526580688,1.19286447532918,46.3039878780414,0.632456379736307,4.42621798519466,3.79376160545836,0.632456379736307,2.93999146843207,-6.03445273149915,11.764768771751,17.7992215032501,-4.08180858090393,3.07561484884412,-18.2190174030775,30.245409734283,48.4644271373605,27.0904954016038,-7.0217656104452,-10.2830878148626,6.89636270622726,17.1794505210899,-6.8975259493427,-10.2830878148626,-7.34891386104371,1.25538297383389,8.60429683487761,-3.46815110998192,-5.17269618445514
P09_Mid_0017,-18.83809205499,10.3893088017739,29.2274008567639,2.55487057174096,-18.83809205499,-2.10802681785919,3.53749055354755,5.64551737140675,1.34635823232385,1.11263135974647,-2.13120358284281,5.03860314909068,7.16980673193349,2.11183258877979,1.82710506818547,-0.211802964034679,45.7193928760799,45.9311958401146,0.500036281273163,45.7193928760799,0.530529270071009,4.38408341416851,3.8535541440975,0.530529270071009,3.03022901387643,-5.9206346945498,11.3455679582892,17.266202652839,-4.06930271824604,2.50226649324622,-17.9313290435883,29.8940940420714,47.8254230856597,26.5135786781287,-7.23081784097134,-10.1066540849916,6.71533192328304,16.8219860082746,-6.8749545377508,-10.1066540849916,-7.31511303382879,0.746922473676502,8.06203550750529,-3.63231948676219,-5.21494430528066
P09_Mid_0018,-19.6012854816228,9.88886309516368,29.4901485767864,2.69345636256611,-19.6012854816228,-2.03046603545317,3.56706014729259,5.59752618274576,1.59708802756238,0.870827748779822,-2.04066738939335,5.08333919205552,7.12400658144887,2.43404563812982,1.51489830284846,-0.654077554541802,45.6022457224947,46.2563232770365,1.09135353935658,45.6022457224947,0.757824912892546,4.19407533920619,3.43625042631365,0.757824912892546,2.86578445935186,-6.21147428010618,11.3379545888034,17.5494288689096,-5.25422667121396,2.51759154868,-18.3091132367278,30.7368545748518,49.0459678115796,27.3210906182443,-7.58011668678454,-9.92353136904102,7.54065953071717,17.4641908997582,-6.55610552239876,-9.92353136904102,-7.40588999666505,1.76367883351176,9.16956883017681,-3.64561031672049,-5.04017927603411
P09_Mid_0020,-20.2636575331094,9.71382739770249,29.9774849308119,2.38173222814957,-20.2636575331094,-2.20104800767374,4.24942285086456,6.4504708585383,1.42554210961004,1.51339348150219,-2.23754207755841,6.0594558571029,8.29699793466131,2.21725523739805,2.35362316624427,-0.524608648040278,45.1639528073997,45.68856145544,0.947191100622966,45.1639528073997,0.599172611489024,4.1188099997759,3.51963738828688,0.599172611489024,2.83155449095055,-6.10803178054817,10.9568727173848,17.0649044979329,-4.30799490949287,3.59187216192752,-18.7252579333662,31.4569028679396,50.1821608013058,27.3355251497422,-7.51027758286336,-10.1855701456163,7.19744016634055,17.3830103119569,-7.62892768168906,-10.1855701456163,-7.10144397204318,1.64958632379933,8.7510302958425,-3.40097053908196,-5.09345180463008
P09_Mid_0021,-19.4125027180485,10.6229149788073,30.0354176968558,2.99513033298589,-19.4125027180485,-2.43313011360204,3.57633816386636,6.0094682774684,1.3393203782454,0.734315061843704,-2.50729007173075,5.10814269071428,7.61543276244504,2.10320841261456,1.34360942542751,-1.52201395172407,44.5482873516771,46.0703013034012,1.43636850355226,44.5482873516771,0.839969426598368,4.44759152284222,3.60762209624385,0.887739145382332,2.76879022060901,-5.78809242664466,10.7554238218889,16.5435162485335,-4.74682071747567,2.19750933699334,-19.418240769267,32.3798622082525,51.7981029775195,28.4717025408961,-8.22367947944936,-10.3288329315947,7.61055766530819,17.9393905969029,-7.21880209223817,-10.3288329315947,-7.85554693534973,1.37241295214601,9.22795988749574,-4.2636472226594,-4.51923121400143
P10_Base_0005,-18.5418505567322,9.6623292987032,28.2041798554354,-1.30213112271523,-18.5418505567322,-5.68828590912695,-0.148650336222501,5.53963557290445,-1.18668286793903,-3.98457757743825,-6.05091256437346,-0.156150688593683,5.89476187577978,-1.33850869754873,-4.32911024699562,1.35311827488233,52.6102867707701,51.2571684958877,1.35311827488233,52.6102867707701,-0.190321861630476,3.01678219457115,3.20710405620162,-0.0509175022975837,1.33367256664315,-9.04875932041105,1.67261944584093,10.721378766252,-9.04875932041105,0.837593542808618,-16.8901954311469,22.8017596825971,39.691955113744,20.4234532988958,-1.0840556278999,-2.80704154410739,10.3586927622261,13.1657343063335,3.18447654830486,-2.8066127722737,-4.85003092108103,-0.491501960874253,4.35852896020677,-1.40240043242466,-2.89482231461997
P10_Mid_0022,-18.7406458182062,10.0143784515079,28.7550242697141,0.73643379531142,-18.7406458182062,-7.15177215131989,-0.609211074037027,6.54256107728287,-1.82400184853793,-4.42347553204216,-7.47811099973475,-0.688306478758678,6.78980452097607,-2.03473936148182,-4.77973907998603,2.49431333018527,50.4079681053207,47.9136547751354,4.64574150032073,50.4079681053207,-0.15706127915212,3.43424411533212,3.59130539448424,0.228660610489564,0.663273421007762,-9.35885256522987,2.86305389306559,12.2219064582955,-9.15035852452007,2.11052414602931,-20.2510101282241,25.9961112674734,46.2471213956975,23.4140343672892,-5.43795944518364,-4.13360449735329,10.7511851649387,14.884789662292,2.06750522181847,-4.13360449735329,-5.54472917243086,-0.46851182285704,5.07621734957382,-3.00164350337191,-3.72692169820928
P10_Mid_0023,-19.9228594657299,9.51020943175063,29.4330688974805,1.32653871673828,-19.9228594657299,-7.32940354555108,-0.366120581543707,6.96328296400738,-1.67256366464849,-4.05846723929143,-7.65589276921968,-0.411355490070913,7.24453727914876,-1.8722426133395,-4.40472822045122,3.48808199542751,48.4175942258764,44.9295122304489,4.56828355608161,48.4175942258764,-0.0692995171650488,3.6092089318924,3.67850844905745,0.262799267522099,0.363474578001906,-9.28058484192038,3.68051186810377,12.9610967100242,-9.28058484192038,3.01531004210072,-21.3041048304857,27.6754672132404,48.9795720437262,24.8095812989403,-7.42782361332269,-3.70747160323978,11.258038742076,14.9655103453157,2.55155812547964,-3.70747160323978,-5.33058576480099,0.551195180771818,5.8817809455728,-2.70175841181816,-4.2228271328806
P10_Mid_0026,-20.5825563939194,8.33606945175899,28.9186258456784,1.02362000316534,-20.5825563939194,-7.06544101224415,-0.209691893885224,6.85574911835893,-1.41042077611234,-4.14792057781734,-7.40323564571024,-0.220179806737162,7.18305583897308,-1.58578844082446,-4.49127612913259,3.71811995240324,48.8804180001477,45.1622980477444,5.26540716408168,48.8804180001477,-0.0944337769645204,3.69535743769652,3.78979121466104,0.255749811104356,0.351368339522393,-9.40475737753746,3.87153381217214,13.2762911897096,-9.40475737753746,2.8445144932392,-20.9662101394703,27.6211309914961,48.5873411309664,25.1068834770259,-7.59214560370571,-4.51397531581178,11.532717753662,16.0466930694738,3.23822645880228,-4.51397531581178,-5.27753241744603,-0.343312478368197,4.93421993907784,-2.87718816974364,-4.02300010760676
P10_Mid_0028,-21.2786696887231,8.22712916392003,29.5057988526431,0.753326525991545,-21.2786696887231,-6.9653161907315,-0.200673651981713,6.76464253874978,-1.45195236207707,-4.47498364327606,-7.30560750115683,-0.220889058685216,7.08471844247162,-1.63036420493333,-4.83462679879455,3.14150123922195,48.463062012317,45.3215607730951,4.15183383699095,48.463062012317,-0.11512668420503,3.94382924466508,4.05895592887011,0.282445986719471,0.289068880402044,-10.4093500163256,3.36349419848188,13.7728442148075,-10.4093500163256,2.10965421427327,-21.2636948868352,28.2508007072081,49.5144955940434,24.7039891631012,-7.152198430924,-4.21218423404754,11.5471756098748,15.7593598439224,2.60827853146433,-4.21218423404754,-6.72595165253668,0.194661944103742,6.92061359664042,-3.76571970141077,-3.63619408658418
P10_Mid_0029,-20.1476949345573,9.10139465914507,29.2490895937024,1.19772114148953,-20.1476949345573,-6.55700220627335,-0.186037588327599,6.37096461794575,-1.75635525886358,-4.32837550582149,-6.91151323506552,-0.200407582318113,6.71110565274741,-1.96329422546093,-4.68238642463341,2.66110258325334,48.4765503714286,45.8154477881753,4.37536813535135,48.4765503714286,-0.143200339920383,3.77265349934114,3.91585383926152,0.298899144226175,0.260995224686691,-9.50799983918544,2.84659927183299,12.3545991110184,-9.50799983918544,1.61794214094134,-21.8826441717831,28.2796347693693,50.1622789411524,25.1330164185065,-7.74921682722109,-4.7369581867808,10.6515062240228,15.3884644108036,1.60344177057722,-4.7369581867808,-5.68549568340716,-0.977322645200348,4.70817303820681,-2.71350176535314,-4.54512636209722
P11_Base_0004,-19.6557358610433,8.54608133432826,28.2018171953715,0.0467266637493272,-19.6557358610433,-3.13135901795036,3.34437758802093,6.47573660597129,0.566889838684811,1.32450619778054,-3.53875373441963,4.42931920174742,7.96807293616705,0.745983813927539,1.92197398177673,-2.96175916798614,50.0405432519386,53.0023024199247,-1.97907322325462,50.0405432519386,-0.799761526478989,4.09349442334798,4.89325594982697,-0.354299484463618,3.43875863035784,-10.3004802288921,7.79501920274274,18.0954994316348,-8.65172260089789,-0.951985643482109,-13.7288349691342,24.8685306853788,38.597365654513,24.1691844068617,-0.351145224008303,-7.47168556407836,10.6066839466258,18.0783695107042,-2.04286347145109,-7.47168556407836,-7.64176407479935,3.06287770184314,10.7046417766425,-6.58318189942477,-4.89616608267001
P11_Base_0006,-19.5159201432075,8.41812451317865,27.9340446563862,0.876734900863092,-19.5159201432075,-3.36808132271219,3.00981430233476,6.37789562504695,0.617227260891025,1.30987485303919,-3.82144510268152,3.96472566163162,7.78617076431313,0.809716537425391,1.900868394912,-3.17530155363359,48.5627566108939,51.7380581645275,-1.99280092858578,48.5627566108939,-0.845775447119584,3.57691715881737,4.42269260593696,-0.236702745021148,2.97190248286035,-11.6974237840248,8.68157198478087,20.3789957688057,-9.69242067113852,-0.155161823118964,-14.1697486908349,25.5130710002273,39.6828196910622,24.8137247217102,-1.61866781887195,-8.03984056419617,11.1694914320979,19.2093319962941,-2.1231598592146,-8.03984056419617,-9.63161816805891,3.56563201304095,13.1972501810999,-8.61414823686831,-4.05660859665735
P11_Base_0008,-19.480837615358,8.75819165814433,28.2390292735023,1.44401741737293,-19.480837615358,-1.84435435659022,5.59753825782727,7.44189261441749,1.30110551757744,4.42359665675986,-2.23419496000435,7.39522810634447,9.62942306634882,1.62897902938314,5.75374731867482,-4.69979904750347,48.2011400522179,52.9009390997214,-2.63852981025484,48.2011400522179,-0.85527733249296,4.49366211118498,5.34893944367794,-0.288699182807359,4.03536172647701,-12.047890862016,10.7706963667278,22.8185872287438,-9.37755712802882,-0.0417492924418518,-12.6681887675616,25.7758766370924,38.444065404654,25.7758766370924,-0.294849111870829,-8.97016808359137,11.043683536607,20.0138516201984,-4.16672340122034,-8.97016808359137,-11.1326464982298,3.55300924528464,14.6856557435144,-10.5171547652433,-4.93870145917002
P11_Base_0009,-19.8291338556066,8.70470794154477,28.5338417971514,0.677709964686222,-19.8291338556066,-1.65748952698657,5.70048812347958,7.35797765046616,1.33754987260914,4.11747243149638,-2.0108802422879,7.53927652840457,9.55015677069247,1.67561331666031,5.33315265232056,-4.3774060910526,49.3652749819341,53.7426810729868,-3.54479462656898,49.3652749819341,-0.863148822461238,4.52485444066512,5.38800326312636,-0.447384750434051,3.81539517874723,-11.3677416452753,10.3388783755961,21.7066200208714,-9.25037684943001,-0.399956731379038,-12.301934701132,24.9018224256461,37.2037571267781,24.9018224256461,0.143818964001649,-9.11859115322758,11.0395363639547,20.1581275171823,-3.46915464340676,-9.11859115322758,-10.5576233725837,3.14610962129638,13.7037329938801,-10.2863309261544,-5.23384943199175
P11_Mid_0017,-21.129248552868,9.37128021335249,30.5005287662205,2.38095663333831,-21.129248552868,-0.895068399491088,6.51599563289502,7.41106403238611,1.70751637319785,5.45558318801867,-1.09128358165108,8.72995424500804,9.82123782665912,2.14762604189103,7.20577425381361,-2.23733371186392,46.9973755391979,49.2347092510618,-0.10557995011941,46.9973755391979,0.152986337245637,4.20705478203364,4.054068444788,0.426835276378493,3.43613542426779,-12.2722573257648,12.58072052595,24.8529778517148,-10.3775475246715,2.56610779679539,-14.6955856963143,27.0592740862287,41.754859782543,26.8034387928537,-3.64171602396061,-10.2651410180349,9.75382635171013,20.018967369745,-5.51096868450916,-10.2651410180349,-12.7829774061349,5.30670089411012,18.089678300245,-11.2616038165243,-4.02033385474818
P11_Mid_0020,-20.805131259846,9.38648029039882,30.1916115502448,2.32257579419441,-20.805131259846,-0.922684706671895,6.10285453042288,7.02553923709478,1.74637911471305,4.98246238291926,-1.12536845083667,8.11394916662847,9.23931761746514,2.19727518113085,6.52351485049514,-2.77250038754715,46.9148194073374,49.6873197948845,-0.224792796076703,46.9148194073374,0.149149301417655,4.29871586126856,4.14956655985091,0.44500468241909,3.26720371024986,-12.3038813710796,12.9236515160315,25.227532887111,-9.81168962380618,1.97219589263241,-14.6940514056659,27.897151787751,42.5912031934169,27.519023424448,-3.87731167722372,-10.5650574569073,10.222185950938,20.7872434078453,-5.84187620820189,-10.5650574569073,-12.8859008216511,5.0845945550567,17.9704953767078,-11.3940364811599,-3.49994083783117
