Participant,Model,Angle,Mean,Std,Min,Max
P10,openpose,TD_Kneeadduction,-0.0985553523025094,2.89483029058588,-5.95222955489848,4.709862686094425
P10,openpose,TO_Kneeadduction,-2.0208078189703707,2.1299101397519427,-6.001217760942467,0.7588540469438669
P10,openpose,TD_Hipflexion,19.728317578465724,1.863780108259895,17.264232415188303,22.28748553752635
P10,openpose,TO_Hipflexion,-19.477497235083717,6.794920309248594,-29.41798454598657,-8.737668317844395
P11,openpose,TD_Ankledorsiflexion,-12.542997261897789,2.2719611252731293,-17.511173034342647,-8.987603088312625
P11,openpose,TO_Ankledorsiflexion,-2.499243067075857,2.705308287643423,-5.814624498488982,1.9035571085277208
P11,openpose,TD_Kneeflexion,1.7461771846063197,3.646265894453258,-4.405164491991116,8.897974285028823
P11,openpose,TO_Kneeflexion,33.03223583280276,4.040064600422645,27.99468924052752,38.54520902808204
P11,openpose,TD_Kneeadduction,0.766246582457093,1.9366819431083675,-1.774994723847641,4.63701081222888
P11,openpose,TO_Kneeadduction,-4.6330542155239085,7.461182259768212,-23.771137494365888,1.8610152847690813
P11,openpose,TD_Hipflexion,18.28700133551491,16.005946482308556,-28.744257800927585,30.639691641529737
P11,openpose,TO_Hipflexion,-18.338192819540115,4.358942033562408,-30.26251017402077,-14.329310103753272
P12,openpose,TD_Ankledorsiflexion,-9.594274282580292,3.0450070628716195,-12.299065664873185,-4.353426392944186
P12,openpose,TO_Ankledorsiflexion,3.4016131619549115,3.5154809664396183,-2.694732065814464,8.380174500262996
P12,openpose,TD_Kneeflexion,4.38480309774462,2.121842515772799,1.2813612157065677,7.767193094117289
P12,openpose,TO_Kneeflexion,34.138971540103846,2.465130555569691,30.373987296781,37.87233788796115
P12,openpose,TD_Kneeadduction,-0.252150977078071,2.2799038785612766,-4.623351875245618,3.7552912634482993
P12,openpose,TO_Kneeadduction,-5.495940131531287,5.575017680162033,-16.408953699067922,0.7914058301452087
P12,openpose,TD_Hipflexion,25.67135415001909,1.7993117095070266,22.96588362594616,29.15424309453709
P12,openpose,TO_Hipflexion,-17.385875313672308,5.923486994932383,-29.43230618768257,-11.725973113194442
P13,openpose,TD_Ankledorsiflexion,-7.455769396764272,3.212437952345262,-12.30873836561345,-2.3356099968603985
P13,openpose,TO_Ankledorsiflexion,-0.3756113855891232,3.5647900346836803,-6.436949907269934,4.912535938233631
P13,openpose,TD_Kneeflexion,3.09793345648693,1.760965832242365,-0.3108750961781084,6.285839279449164
P13,openpose,TO_Kneeflexion,30.852018501457668,3.811548480077947,23.871591368110927,35.662896027694075
P13,openpose,TD_Kneeadduction,2.072186177573092,3.2338217810034533,-2.830696895784058,7.273414169027831
P13,openpose,TO_Kneeadduction,-2.5978872784082108,4.176720591908902,-12.435287500853974,2.3760512639067315
P13,openpose,TD_Hipflexion,24.860484485130524,2.6810497525559005,21.581170520368342,30.43346620514476
P13,openpose,TO_Hipflexion,-19.57947335681678,4.59927335882901,-29.274111726758377,-13.752660888698784
P14,openpose,TD_Ankledorsiflexion,-3.9053303387654537,3.378554465961774,-9.794901902569222,1.6429045791632717
P14,openpose,TO_Ankledorsiflexion,4.412210064277478,6.424306386275821,-11.119261370258071,13.004737616048205
P14,openpose,TD_Kneeflexion,2.046862700136103,3.103058652165765,-2.574436922962093,6.464401842897132
P14,openpose,TO_Kneeflexion,36.413029096295766,3.151867721893089,32.444576083627965,42.37614768509059
P14,openpose,TD_Kneeadduction,5.506679121738848,4.572438830002072,-0.6140512661065429,12.625130384031364
P14,openpose,TO_Kneeadduction,-7.469857398644801,5.090613591877184,-16.922681238161402,-0.2523779150646419
P14,openpose,TD_Hipflexion,21.30874866196489,6.865806120626239,0.805251420565213,27.0399510024252
P14,openpose,TO_Hipflexion,-10.072890156073806,5.799879893916038,-17.803834476555863,-1.2697436989907658
P01,alphapose,TD_Ankledorsiflexion,-1.940360098870492,1.2380161446356257,-3.5263252146920934,0.707993819865095
P01,alphapose,TO_Ankledorsiflexion,7.615979151488151,3.0895815233139925,0.6126980864457465,11.446263769568702
P01,alphapose,TD_Kneeflexion,1.5312693928323606,2.4472743016839806,-2.8157471996691186,6.666897223894409
P01,alphapose,TO_Kneeflexion,33.59701276327542,7.893157368023533,24.42587000143598,50.62269254239197
P01,alphapose,TD_Kneeadduction,2.728661794421612,1.4310856930169031,-0.0283557774769747,4.559322829706161
P01,alphapose,TO_Kneeadduction,-4.225977268679305,2.674450429392403,-10.17081750489112,-0.8056706324499316
P01,alphapose,TD_Hipflexion,23.097321995983915,3.09153967740491,17.92936584694087,28.950299628900808
P01,alphapose,TO_Hipflexion,-18.13262350119132,10.33831455649412,-28.028219909856546,1.341034020923075
P03,alphapose,TD_Ankledorsiflexion,-0.5878057469835782,1.4895688220517904,-3.12757369731888,1.4306517760042112
P03,alphapose,TO_Ankledorsiflexion,3.8892663904886766,3.3997161851931263,0.2592573267377531,9.132084128108133
P03,alphapose,TD_Kneeflexion,-3.465562060995214,1.2040829119992238,-5.192334342243015,-0.8351773678595293
P03,alphapose,TO_Kneeflexion,32.40730300371425,12.945167607140744,-0.9031013560584996,44.79277700208354
P03,alphapose,TD_Kneeadduction,3.1017360395633964,1.1225833141614188,1.5171862191500338,4.731834524537902
P03,alphapose,TO_Kneeadduction,-4.092199563659635,2.595884342965346,-7.177922074822448,0.1640599539232425
P03,alphapose,TD_Hipflexion,19.75396252974645,1.5294493009976649,17.958351062006756,21.86765529944424
P03,alphapose,TO_Hipflexion,-11.576699556850258,12.614874284543982,-19.997668953855907,21.40376363407045
P05,alphapose,TD_Ankledorsiflexion,0.5583972971484457,1.6027437561321791,-1.640884756976874,3.324367749454254
P05,alphapose,TO_Ankledorsiflexion,19.425845548696508,2.031328665136051,15.96612891791878,23.844342548014907
P05,alphapose,TD_Kneeflexion,-1.8134775856522156,2.325380866582552,-6.228873802953842,2.274766302375639
P05,alphapose,TO_Kneeflexion,32.954520833449386,5.950604376497453,24.259838724198914,42.65950740770444
P05,alphapose,TD_Kneeadduction,5.009571900375505,1.23840729091777,3.1042031942746178,7.064604977029831
P05,alphapose,TO_Kneeadduction,-4.341063542836743,2.870016590550399,-8.337413520843455,1.7281194028416564
P05,alphapose,TD_Hipflexion,20.83234092709772,3.2202639514162104,16.28501901117869,29.364996725996377
P05,alphapose,TO_Hipflexion,-15.463831093446684,9.271247886806666,-26.910738802348703,-0.7711370380868914
P06,alphapose,TD_Ankledorsiflexion,1.1790157633378917,1.1213016271053404,-0.7267713533086351,3.1777172410922105
P06,alphapose,TO_Ankledorsiflexion,7.290263480978346,2.9384084176318828,0.9885717465572696,12.16496834125013
P06,alphapose,TD_Kneeflexion,-4.350816369305825,1.6113774101348342,-7.423358042979743,-2.079540813267528
P06,alphapose,TO_Kneeflexion,38.102075856810494,7.232510816769961,27.232565483282173,49.33189753251693
P06,alphapose,TD_Kneeadduction,1.2882989938581535,1.4259237243978595,-0.494151772472037,3.298770762708444
P06,alphapose,TO_Kneeadduction,-10.353789013797504,2.0427797690639675,-13.718311167757037,-5.315614564629584
P06,alphapose,TD_Hipflexion,20.972915638692328,5.130671314963495,13.129390367485968,29.57188156551811
P06,alphapose,TO_Hipflexion,-17.04598798678692,8.844063349879832,-28.30617118931687,-3.3478188239397184
P07,alphapose,TD_Ankledorsiflexion,0.5434862444839723,1.2623900797809455,-1.5409142961472495,2.281831130503207
P07,alphapose,TO_Ankledorsiflexion,8.739910339874633,1.6786527488071608,6.087264087047828,11.36719585413313
P07,alphapose,TD_Kneeflexion,1.2848032275390888,2.396099829076761,-2.41107082449156,5.20919444983204
P07,alphapose,TO_Kneeflexion,39.1268216986117,5.8400527503012505,30.517794337062952,48.90291583660442
P07,alphapose,TD_Kneeadduction,4.467678688865663,1.2846980660978515,2.0687534645014125,5.9925736653116815
P07,alphapose,TO_Kneeadduction,-7.702414626278345,2.1522302256215595,-13.23160039286904,-4.660833294551821
P07,alphapose,TD_Hipflexion,23.967786914338465,4.732488718597479,16.384845793283233,31.667168766270063
P07,alphapose,TO_Hipflexion,-13.999235447339984,7.744379894454367,-23.960626279694253,-0.7275871450367788
P09,alphapose,TD_Ankledorsiflexion,-4.527045287303451,2.6614232651240517,-8.147085977010747,0.6959990116716881
P09,alphapose,TO_Ankledorsiflexion,7.54418325078284,2.5845866920284606,3.43436271113535,11.2892182255016
P09,alphapose,TD_Kneeflexion,3.9344905541406967,2.539999413716098,0.0686941127352724,9.27496321826132
P09,alphapose,TO_Kneeflexion,30.757284439262836,5.394476477406056,23.52637981931645,38.86211295476838
P09,alphapose,TD_Kneeadduction,4.7573514262455445,1.1279731179042958,2.5423047515050143,6.705298444637634
P09,alphapose,TO_Kneeadduction,-7.351936156717559,5.417581273073373,-21.815543464494965,0.0239671681877098
P09,alphapose,TD_Hipflexion,24.74940292721186,3.9468733030967567,18.59054889288876,33.81998284000292
P09,alphapose,TO_Hipflexion,-21.689964950592312,6.901650383423795,-29.481356159224447,-9.623571175734838
P10,alphapose,TD_Ankledorsiflexion,-1.4393455888208395,2.212942832368535,-4.168637513544496,3.521658156806112
P10,alphapose,TO_Ankledorsiflexion,0.5367576589118634,3.277230555193392,-5.107494666029837,5.085905290994731
P10,alphapose,TD_Kneeflexion,-4.428500528053749,1.6890287745393746,-7.222956715575094,-1.602067914128213
P10,alphapose,TO_Kneeflexion,30.516633082857464,4.505010874762975,24.12233109493431,38.69644518207042
P10,alphapose,TD_Kneeadduction,1.953884847203554,1.7703243581864576,-1.4738117802594672,4.47478004877118
P10,alphapose,TO_Kneeadduction,-5.22636068481668,2.601354469560659,-9.384320949097829,-0.0026424479176512
P10,alphapose,TD_Hipflexion,18.10045725009896,4.478789100751198,10.882653028264514,24.16914444733257
P10,alphapose,TO_Hipflexion,-21.178029267965396,8.456520209763765,-29.32684001452057,-4.665600503874856
P11,alphapose,TD_Ankledorsiflexion,-4.244513782754403,1.2813020141033862,-6.517347779949517,-2.2658286139063364
P11,alphapose,TO_Ankledorsiflexion,2.3219545035571976,4.1538523265398295,-4.641279198880142,8.704614551642294
P11,alphapose,TD_Kneeflexion,-0.0918029226637244,2.9325998470051866,-5.277071415816977,5.266650083368091
P11,alphapose,TO_Kneeflexion,32.228144704249324,2.928804464111465,28.644386362910808,37.886821819568524
P11,alphapose,TD_Kneeadduction,4.69386205700179,2.0997260810397846,2.3110907087309727,8.827569574663812
P11,alphapose,TO_Kneeadduction,-10.295416040708275,3.610948555074263,-18.46091354252195,-6.108552921838623
P11,alphapose,TD_Hipflexion,19.800057907759427,1.1612741439690693,17.822428465575427,21.116721003523963
P11,alphapose,TO_Hipflexion,-18.23250888454309,4.107318310784916,-23.475653660356983,-9.283680132991122
P12,alphapose,TD_Ankledorsiflexion,-5.154136044068572,2.37327661907404,-7.981089311764066,-1.479315646036227
P12,alphapose,TO_Ankledorsiflexion,5.312860718189602,3.428684563169685,0.2780353953407513,9.374096672126498
P12,alphapose,TD_Kneeflexion,4.175429241124317,1.9953781277131175,2.0814261229152464,7.595613989470905
P12,alphapose,TO_Kneeflexion,31.95719088698683,2.984428480950092,28.209125641238217,37.84258299532365
P12,alphapose,TD_Kneeadduction,2.2473956247991453,2.201823053323869,-0.9718815763625912,6.2799048832334
P12,alphapose,TO_Kneeadduction,-8.309594665033401,3.225203993426017,-14.47673423420872,-3.4934434420960088
P12,alphapose,TD_Hipflexion,25.397657269375912,3.651880894003916,18.332967288296487,30.363097269808947
P12,alphapose,TO_Hipflexion,-18.540933859364376,4.771868833626079,-23.87266377878564,-9.845899964300711
P13,alphapose,TD_Ankledorsiflexion,-2.155156786586553,2.154572488272799,-6.215724298767043,1.2980120274999791
P13,alphapose,TO_Ankledorsiflexion,2.2960853205428484,2.308445947524202,-1.511154459596014,4.736195410248655
P13,alphapose,TD_Kneeflexion,-0.1990616673171331,1.3355356694292595,-2.1414708878463955,1.5495341871916537
P13,alphapose,TO_Kneeflexion,31.30265855406756,2.9847586510951016,26.35106759972029,34.69834459258854
P13,alphapose,TD_Kneeadduction,5.345797927511452,1.5676884784643967,3.85484133918942,7.363305579975218
P13,alphapose,TO_Kneeadduction,-9.072540843604443,3.080162881554354,-15.406857126044116,-6.005327231075512
P13,alphapose,TD_Hipflexion,19.44988922339795,2.7363152503540444,15.159228597454046,24.1537263609668
P13,alphapose,TO_Hipflexion,-21.982556213233824,5.200641560962504,-28.03875543381633,-12.569976274304024
P14,alphapose,TD_Ankledorsiflexion,-1.248592695868428,1.499622566760496,-4.439409766777644,0.9682527066131854
P14,alphapose,TO_Ankledorsiflexion,11.845519158827535,3.5307181335738624,6.27796208580429,18.91376057248556
P14,alphapose,TD_Kneeflexion,1.3943923692420388,2.327526600854461,-3.6657353565414894,5.088717565134459
P14,alphapose,TO_Kneeflexion,33.66923601511282,3.7090807736373375,25.505946669562263,40.079429538431896
P14,alphapose,TD_Kneeadduction,4.464083100830112,1.6786759224172778,1.255829366676096,6.871265132541737
P14,alphapose,TO_Kneeadduction,-10.45299922073209,3.069909410487421,-15.473100214232405,-5.609935119569769
P14,alphapose,TD_Hipflexion,22.933246831785585,1.898235766024968,20.24113451351235,27.356118576922
P14,alphapose,TO_Hipflexion,-13.808584249247469,4.683323761265163,-21.46804383717881,-5.321685170384342
P01,mocap,TD_Ankledorsiflexion,2.9466165120897667,,,
P01,mocap,TO_Ankledorsiflexion,-21.438044918742637,,,
P01,mocap,TD_Kneeflexion,1.6916812297915669,,,
P01,mocap,TO_Kneeflexion,43.79121291905008,,,
P01,mocap,TD_Kneeadduction,0.8110375955864756,,,
P01,mocap,TO_Kneeadduction,0.8125168868503344,,,
P01,mocap,TD_Hipflexion,35.632691690993,,,
P01,mocap,TO_Hipflexion,-4.17446395059449,,,
P03,mocap,TD_Ankledorsiflexion,5.449257825861155,,,
P03,mocap,TO_Ankledorsiflexion,-16.567864126171838,,,
P03,mocap,TD_Kneeflexion,-0.6646262542131856,,,
P03,mocap,TO_Kneeflexion,49.278474909501725,,,
P03,mocap,TD_Kneeadduction,0.6679443036667354,,,
P03,mocap,TO_Kneeadduction,-0.1684720218262477,,,
P03,mocap,TD_Hipflexion,35.93546128153618,,,
P03,mocap,TO_Hipflexion,3.514315495633364,,,
P05,mocap,TD_Ankledorsiflexion,1.4182860980575431,,,
P05,mocap,TO_Ankledorsiflexion,-29.301343388800923,,,
P05,mocap,TD_Kneeflexion,2.172309591138372,,,
P05,mocap,TO_Kneeflexion,46.89006512238046,,,
P05,mocap,TD_Kneeadduction,0.2609194607531258,,,
P05,mocap,TO_Kneeadduction,1.838464975335746,,,
P05,mocap,TD_Hipflexion,30.11849634122512,,,
P05,mocap,TO_Hipflexion,-2.747554467576188,,,
P06,mocap,TD_Ankledorsiflexion,0.3334784519009938,,,
P06,mocap,TO_Ankledorsiflexion,-22.28841149235244,,,
P06,mocap,TD_Kneeflexion,-1.0099465964411365,,,
P06,mocap,TO_Kneeflexion,50.4557259548781,,,
P06,mocap,TD_Kneeadduction,1.0531378954135466,,,
P06,mocap,TO_Kneeadduction,2.275945785526202,,,
P06,mocap,TD_Hipflexion,27.95757161326772,,,
P06,mocap,TO_Hipflexion,-2.89074792950418,,,
P07,mocap,TD_Ankledorsiflexion,-0.4065606404821462,,,
P07,mocap,TO_Ankledorsiflexion,-22.02332298615006,,,
P07,mocap,TD_Kneeflexion,1.0150803145202532,,,
P07,mocap,TO_Kneeflexion,50.13781090138372,,,
P07,mocap,TD_Kneeadduction,-0.2989159355147022,,,
P07,mocap,TO_Kneeadduction,-0.9726497796104924,,,
P07,mocap,TD_Hipflexion,28.41390737278884,,,
P07,mocap,TO_Hipflexion,-4.058476388288566,,,
P09,mocap,TD_Ankledorsiflexion,2.689333619651266,,,
P09,mocap,TO_Ankledorsiflexion,-19.46952212525916,,,
P09,mocap,TD_Kneeflexion,1.03356278002683,,,
P09,mocap,TO_Kneeflexion,45.46757332713856,,,
P09,mocap,TD_Kneeadduction,0.6815444639142436,,,
P09,mocap,TO_Kneeadduction,2.887269930643984,,,
P09,mocap,TD_Hipflexion,27.346478477723014,,,
P09,mocap,TO_Hipflexion,-7.51333144010276,,,
P10,mocap,TD_Ankledorsiflexion,1.007528036539223,,,
P10,mocap,TO_Ankledorsiflexion,-20.13448526022718,,,
P10,mocap,TD_Kneeflexion,4.601326838565264,,,
P10,mocap,TO_Kneeflexion,48.92911854301808,,,
P10,mocap,TD_Kneeadduction,0.265710964012333,,,
P10,mocap,TO_Kneeadduction,0.3856360887241591,,,
P10,mocap,TD_Hipflexion,24.63350094497262,,,
P10,mocap,TO_Hipflexion,-7.071868784071427,,,
P11,mocap,TD_Ankledorsiflexion,2.30121665773612,,,
P11,mocap,TO_Ankledorsiflexion,-20.768543732147545,,,
P11,mocap,TD_Kneeflexion,-0.0482911326816138,,,
P11,mocap,TO_Kneeflexion,46.80250601590722,,,
P11,mocap,TD_Kneeadduction,0.4379977946533864,,,
P11,mocap,TO_Kneeadduction,3.372032789668998,,,
P11,mocap,TD_Hipflexion,27.4094895085108,,,
P11,mocap,TO_Hipflexion,-3.8299353916328975,,,
P12,mocap,TD_Ankledorsiflexion,7.167645583650097,,,
P12,mocap,TO_Ankledorsiflexion,-15.62729192404665,,,
P12,mocap,TD_Kneeflexion,5.987198540225515,,,
P12,mocap,TO_Kneeflexion,43.82158564739565,,,
P12,mocap,TD_Kneeadduction,-0.3668299339303805,,,
P12,mocap,TO_Kneeadduction,3.701923024457005,,,
P12,mocap,TD_Hipflexion,39.1352344193608,,,
P12,mocap,TO_Hipflexion,-1.3676231831434138,,,
P13,mocap,TD_Ankledorsiflexion,1.931854008850017,,,
P13,mocap,TO_Ankledorsiflexion,-23.3643680743984,,,
P13,mocap,TD_Kneeflexion,3.8693546628859767,,,
P13,mocap,TO_Kneeflexion,44.71948238141636,,,
P13,mocap,TD_Kneeadduction,0.7359331063682366,,,
P13,mocap,TO_Kneeadduction,3.1133392161573767,,,
P13,mocap,TD_Hipflexion,34.485544360806834,,,
P13,mocap,TO_Hipflexion,-4.158445165476807,,,
P14,mocap,TD_Ankledorsiflexion,-1.5318802404225624,,,
P14,mocap,TO_Ankledorsiflexion,-30.9701467088683,,,
P14,mocap,TD_Kneeflexion,-0.4598090771784455,,,
P14,mocap,TO_Kneeflexion,41.57782717563268,,,
P14,mocap,TD_Kneeadduction,0.920413285686817,,,
P14,mocap,TO_Kneeadduction,5.170716536381637,,,
P14,mocap,TD_Hipflexion,30.670673957499822,,,
P14,mocap,TO_Hipflexion,-7.87807122444746,,,
