video_name,frame,person_idx,nose_x,nose_y,nose_c,left_eye_x,left_eye_y,left_eye_c,right_eye_x,right_eye_y,right_eye_c,left_ear_x,left_ear_y,left_ear_c,right_ear_x,right_ear_y,right_ear_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,right_elbow_x,right_elbow_y,right_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,right_wrist_x,right_wrist_y,right_wrist_c,left_hip_x,left_hip_y,left_hip_c,right_hip_x,right_hip_y,right_hip_c,left_knee_x,left_knee_y,left_knee_c,right_knee_x,right_knee_y,right_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_ankle_x,right_ankle_y,right_ankle_c,head_top_x,head_top_y,head_top_c,neck_x,neck_y,neck_c,pelvis_x,pelvis_y,pelvis_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_heel_x,right_heel_y,right_heel_c,person_height
P10_Med_Front_2,68,0,1367.7332763671875,530.6555786132812,0.8949416279792786,1371.3642578125,527.0245971679688,0.9427775740623474,1364.102294921875,527.0245971679688,0.8976505994796753,1376.8106689453125,530.6555786132812,0.9779732823371888,1360.4713134765625,530.6555786132812,0.8850539326667786,1385.8880615234375,556.0723266601562,0.9465667009353638,1351.3939208984375,557.8878173828125,0.8875558972358704,1394.9654541015625,581.4891357421875,0.8890997767448425,1342.3165283203125,585.1200561523438,0.924688458442688,1396.781005859375,605.0903930664062,0.90093994140625,1340.5009765625,610.536865234375,0.9210439920425416,1380.441650390625,612.352294921875,0.9063291549682616,1358.6558837890625,612.352294921875,0.8755043148994446,1378.6260986328125,652.29296875,0.8892377018928528,1358.6558837890625,652.29296875,0.9177157282829284,1373.1796875,688.6026000976562,0.9356570839881896,1358.6558837890625,688.6026000976562,0.9210269451141356,1369.5487060546875,517.9472045898438,0.8604050874710083,1367.7332763671875,545.179443359375,0.9227021932601928,1369.5487060546875,610.536865234375,0.9580106139183044,1371.3642578125,701.3109741210938,0.8889806270599365,1360.4713134765625,703.12646484375,0.953572690486908,1376.8106689453125,701.3109741210938,0.8656913042068481,1353.2093505859375,701.3109741210938,0.956655740737915,1371.3642578125,692.2335815429688,0.8026448488235474,1358.6558837890625,694.049072265625,0.8258723020553589,130.91634934267617
P10_Med_Front_2,69,0,1368.34619140625,532.6659545898438,0.86979079246521,1371.8800048828125,529.1320190429688,0.9134292602539062,1364.812255859375,527.3650512695312,0.8850659132003784,1377.180908203125,532.6659545898438,0.9545428156852722,1359.5113525390625,530.8989868164062,0.8402305245399475,1386.0157470703125,557.4034423828125,0.9321617484092712,1350.676513671875,559.1703491210938,0.9054759740829468,1394.8505859375,580.3739013671875,0.891869306564331,1341.8416748046875,585.6748046875,0.9033504724502563,1398.384521484375,605.1113891601562,0.9531141519546508,1340.07470703125,610.4122924804688,0.926954448223114,1380.71484375,612.1792602539062,0.8970376253128052,1359.5113525390625,612.1792602539062,0.8828423023223877,1377.180908203125,652.8193969726562,0.8759824633598328,1357.744384765625,652.8193969726562,0.8795207738876343,1373.64697265625,689.9255981445312,0.8993760347366333,1357.744384765625,689.9255981445312,0.8935009837150574,1368.34619140625,518.5302124023438,0.8950351476669312,1368.34619140625,545.03466796875,0.9118509888648988,1370.113037109375,612.1792602539062,0.9571762084960938,1370.113037109375,700.5274047851562,0.8324925899505615,1359.5113525390625,704.0613403320312,0.8664459586143494,1377.180908203125,700.5274047851562,0.8293411135673523,1352.4434814453125,702.2943725585938,0.9008880853652954,1371.8800048828125,695.2265014648438,0.8295130729675293,1359.5113525390625,695.2265014648438,0.8834819197654724,130.9461337687334
P10_Med_Front_2,70,0,1367.2958984375,531.781005859375,0.8902926445007324,1372.73974609375,528.1517944335938,0.943708062171936,1365.4813232421875,528.1517944335938,0.8991026282310486,1376.368896484375,531.781005859375,0.9503234028816224,1360.03759765625,531.781005859375,0.8793643116950989,1385.4417724609375,557.1852416992188,0.9386109113693236,1350.9647216796875,558.9998168945312,0.8873646259307861,1396.329345703125,580.7748413085938,0.8836366534233093,1341.8917236328125,586.2186279296875,0.9219000339508056,1398.1439208984375,604.364501953125,0.9359893202781676,1340.0771484375,609.8082885742188,0.9071044325828552,1379.998046875,613.4374389648438,0.8832341432571411,1358.2230224609375,613.4374389648438,0.8515490889549255,1378.1834716796875,653.3583984375,0.898389458656311,1358.2230224609375,653.3583984375,0.9055891036987304,1374.5543212890625,689.650146484375,0.889944851398468,1358.2230224609375,691.4647216796875,0.9275890588760376,1369.110595703125,519.078857421875,0.8719393014907837,1369.110595703125,546.2976684570312,0.9148321151733398,1369.110595703125,611.6228637695312,0.9444045424461364,1370.9251708984375,700.5376586914062,0.8407310843467712,1360.03759765625,704.1668701171875,0.9415860176086426,1376.368896484375,700.5376586914062,0.8606717586517334,1352.779296875,704.1668701171875,0.9392225742340088,1372.73974609375,695.0938720703125,0.8124735951423645,1358.2230224609375,696.9085083007812,0.8338777422904968,132.6636119287109
P10_Med_Front_2,71,0,1367.939208984375,533.699462890625,0.8365632891654968,1371.563232421875,530.075439453125,0.8917880058288574,1364.315185546875,530.075439453125,0.8645784258842468,1376.999267578125,533.699462890625,0.9545117616653442,1360.691162109375,533.699462890625,0.8287979960441589,1386.059326171875,559.0676879882812,0.8902220726013184,1351.631103515625,559.0676879882812,0.8574314713478088,1395.119384765625,580.8118286132812,0.8680312633514404,1342.571044921875,586.2478637695312,0.8968983888626099,1396.931396484375,604.3680419921875,0.9247756004333496,1340.759033203125,611.6160888671875,0.9150370359420776,1380.623291015625,615.2401123046875,0.8606931567192078,1358.879150390625,615.2401123046875,0.8155779838562012,1376.999267578125,655.1044311523438,0.8525881767272949,1358.879150390625,655.1044311523438,0.8728172779083252,1373.375244140625,689.53271484375,0.8710453510284424,1357.067138671875,693.15673828125,0.9260401129722596,1369.751220703125,521.015380859375,0.8793874979019165,1369.751220703125,546.383544921875,0.9303072690963744,1369.751220703125,613.4281005859375,0.9365412592887878,1371.563232421875,702.216796875,0.8554604649543762,1360.691162109375,705.8408203125,0.9270194172859192,1376.999267578125,700.40478515625,0.8592403531074524,1353.443115234375,705.8408203125,0.8850841522216797,1371.563232421875,696.78076171875,0.7879335880279541,1358.879150390625,698.5927734375,0.8191266059875488,134.19919480641562
P10_Med_Front_2,72,0,1366.991943359375,536.3314819335938,0.8832762241363525,1370.8804931640625,532.4429931640625,0.929271638393402,1365.0477294921875,532.4429931640625,0.8795179128646851,1374.7689208984375,534.38720703125,0.932437002658844,1361.1593017578125,534.38720703125,0.8359082937240601,1386.4344482421875,557.7182006835938,0.8934495449066162,1351.43798828125,561.606689453125,0.8588071465492249,1396.1556396484375,582.993408203125,0.9487979412078856,1341.716796875,586.8818969726562,0.8780515789985657,1398.0999755859375,604.380126953125,0.8838751316070557,1339.7725830078125,610.2128295898438,0.8913041949272156,1380.6016845703125,614.101318359375,0.8738638758659363,1359.2149658203125,616.0455932617188,0.8263201117515564,1378.657470703125,654.9305419921875,0.8762304782867432,1359.2149658203125,654.9305419921875,0.8777691721916199,1372.82470703125,689.9269409179688,0.9140241742134094,1357.270751953125,693.8154296875,0.8781173229217529,1368.936279296875,520.7774658203125,0.9225114583969116,1368.936279296875,547.9969482421875,0.951810896396637,1370.8804931640625,614.101318359375,0.9538899660110474,1372.82470703125,699.648193359375,0.8682349920272827,1361.1593017578125,705.48095703125,0.9362115263938904,1378.657470703125,699.648193359375,0.8625558018684387,1355.3265380859375,705.48095703125,0.8585094213485718,1370.8804931640625,695.7597045898438,0.8444374799728394,1359.2149658203125,699.648193359375,0.7451705932617188,132.33734214654754
P10_Med_Front_2,73,0,1367.894287109375,535.9779052734375,0.9031209945678712,1371.929931640625,533.9600830078125,0.9195183515548706,1363.8585205078125,531.9421997070312,0.912142276763916,1375.9656982421875,535.9779052734375,0.9108544588088988,1359.82275390625,533.9600830078125,0.870477557182312,1386.0550537109375,560.1922607421875,0.8906314969062805,1351.7513427734375,562.2101440429688,0.9140191674232484,1396.144287109375,582.3887939453125,0.942177712917328,1341.662109375,586.4244995117188,0.8741400241851807,1398.1622314453125,602.5673828125,0.9153280258178712,1339.6441650390625,610.6388549804688,0.9097857475280762,1380.00146484375,616.6924438476562,0.8841584920883179,1359.82275390625,616.6924438476562,0.8473420143127441,1377.983642578125,655.0318603515625,0.8702555298805237,1359.82275390625,655.0318603515625,0.8728794455528259,1373.9478759765625,689.3355102539062,0.8928359150886536,1359.82275390625,695.3890991210938,0.8940302133560181,1367.894287109375,521.8529052734375,0.8760023713111877,1367.894287109375,548.0850830078125,0.9303834438323976,1369.912109375,614.674560546875,0.9539090991020204,1373.9478759765625,701.4426879882812,0.8841482996940613,1361.8406982421875,705.4783935546875,0.9578676223754884,1377.983642578125,699.4248046875,0.8939720988273621,1355.787109375,707.4962768554688,0.8680983781814575,1371.929931640625,695.3890991210938,0.8076464533805847,1359.82275390625,699.4248046875,0.8101736307144165,133.42331787725908
P10_Med_Front_2,74,0,1367.6951904296875,538.016845703125,0.8340177536010742,,,0.827610969543457,,,0.843818187713623,,,0.7699357867240906,,,0.8399796485900879,,,0.8489067554473877,,,0.8807061910629272,,,0.8615906834602356,,,0.9069148302078248,,,0.8703197240829468,,,0.8554200530052185,,,0.6803083419799805,,,0.7159817218780518,,,0.6416229605674744,,,0.5757297873497009,,,0.7377687692642212,,,0.6912797689437866,1367.6951904296875,521.7789916992188,0.8517082333564758,1369.7249755859375,548.16552734375,0.9271286129951476,1369.7249755859375,617.176513671875,0.911232054233551,,,0.6413601040840149,,,0.6831609606742859,,,0.5202499628067017,,,0.524391770362854,,,0.6233873963356018,,,0.5940735936164856,136.15871570389115
P10_Med_Front_2,75,0,1368.0982666015625,538.4544067382812,0.7908440232276917,1368.0982666015625,534.42333984375,0.7826568484306335,1370.1138916015625,534.42333984375,0.8106663227081299,1376.1605224609375,536.4389038085938,0.8096818327903748,1360.0361328125,538.4544067382812,0.8925530314445496,1386.23828125,562.6410522460938,0.8864079117774963,1351.973876953125,564.6566162109375,0.9202218651771544,1396.3160400390625,582.7965698242188,0.9004276394844055,1341.8961181640625,588.8432006835938,0.9457520842552184,1396.3160400390625,602.9520874023438,0.8782827854156494,1337.864990234375,613.0298461914062,0.9049437642097472,1380.191650390625,617.0609130859375,0.7588098645210266,1360.0361328125,617.0609130859375,0.7904846668243408,1376.1605224609375,655.3563842773438,0.8752024173736572,1360.0361328125,657.3719482421875,0.83846116065979,1372.12939453125,691.6362915039062,0.8350226879119873,1360.0361328125,697.6829833984375,0.8073543906211853,1368.0982666015625,524.3455810546875,0.8683767318725586,1368.0982666015625,548.5321655273438,0.9370474815368652,1370.1138916015625,617.0609130859375,0.9088344573974608,1376.1605224609375,699.6985473632812,0.7174209952354431,1362.0516357421875,703.7296142578125,0.8061091899871826,1378.176025390625,699.6985473632812,0.7652913331985474,1358.0205078125,705.7451782226562,0.9256330728530884,1372.12939453125,701.7140502929688,0.8055827021598816,1358.0205078125,705.7451782226562,0.7576993107795715,129.76452687704298
P10_Med_Front_2,76,0,1369.053466796875,540.3335571289062,0.8048577308654785,,,0.8279156684875488,,,0.8149367570877075,,,0.6863434910774231,,,0.7932828068733215,,,0.7727175951004028,,,0.7724558115005493,,,0.7797308564186096,,,0.5974589586257935,,,0.8551722764968872,,,0.4210053980350494,,,0.4454925954341888,,,0.4936549067497253,,,0.7691261172294617,,,0.7613039612770081,,,0.7532296776771545,,,0.7659505009651184,1369.053466796875,524.0426635742188,0.9122273921966552,1369.053466796875,550.515380859375,0.9126517176628112,1371.08984375,617.7152709960938,0.9006522297859192,,,0.6989554762840271,,,0.7081085443496704,,,0.6195997595787048,,,0.4917380213737488,,,0.6933430433273315,,,0.6709381937980652,132.59827801155052
P10_Med_Front_2,77,0,1366.666015625,540.5910034179688,0.8914746046066284,1370.8262939453125,538.5108032226562,0.9237223863601683,1364.5858154296875,536.4306030273438,0.90438574552536,1374.9866943359375,540.5910034179688,0.8506399989128113,1360.4254150390625,538.5108032226562,0.8070894479751587,1387.4678955078125,563.47314453125,0.8371989130973816,1352.1046142578125,565.5533447265625,0.798395574092865,1395.7886962890625,586.3553466796875,0.8686985373497009,1341.70361328125,590.5157470703125,0.8620149493217468,1397.868896484375,602.9968872070312,0.8888590335845947,1339.6234130859375,613.3978881835938,0.8918331861495972,1381.227294921875,619.6384887695312,0.8523291349411011,1360.4254150390625,619.6384887695312,0.8230456113815308,1377.06689453125,657.08203125,0.918545126914978,1360.4254150390625,659.1622314453125,0.9050788879394532,1372.906494140625,690.365234375,0.9325655698776244,1360.4254150390625,694.525634765625,0.8657640218734741,1368.7462158203125,526.0296020507812,0.8807692527770996,1368.7462158203125,553.0721435546875,0.8943288922309875,1370.8262939453125,617.5582885742188,0.915681779384613,1372.906494140625,702.8463745117188,0.8650667667388916,1364.5858154296875,709.0869750976562,0.9103598594665528,1379.1470947265625,700.7661743164062,0.9192485213279724,1358.34521484375,709.0869750976562,0.8742436766624451,1372.906494140625,694.525634765625,0.8400585651397705,1360.4254150390625,700.7661743164062,0.8374462127685547,129.2404244946654
