video_name,frame,person_idx,nose_x,nose_y,nose_c,neck_x,neck_y,neck_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,right_elbow_x,right_elbow_y,right_elbow_c,right_wrist_x,right_wrist_y,right_wrist_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,mid_hip_x,mid_hip_y,mid_hip_c,right_hip_x,right_hip_y,right_hip_c,right_knee_x,right_knee_y,right_knee_c,right_ankle_x,right_ankle_y,right_ankle_c,left_hip_x,left_hip_y,left_hip_c,left_knee_x,left_knee_y,left_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_eye_x,right_eye_y,right_eye_c,left_eye_x,left_eye_y,left_eye_c,right_ear_x,right_ear_y,right_ear_c,left_ear_x,left_ear_y,left_ear_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,right_heel_x,right_heel_y,right_heel_c
P06_Med_Side_1,1,0,809.044,713.7,0.908741,833.785,738.461,0.850595,813.02,738.487,0.88356,809.085,771.636,0.717757,808.974,779.987,0.585858,846.227,738.261,0.89882,850.417,771.601,0.814831,833.796,779.946,0.724006,841.996,792.398,0.808851,829.62,792.297,0.756186,809.005,829.586,0.617435,813.171,875.355,0.583441,846.371,792.386,0.809908,846.106,829.591,0.685053,846.295,875.137,0.580104,808.924,713.497,0.579126,813.031,709.589,0.944725,0.0,0.0,0.0,829.703,709.521,0.850794,846.264,879.451,0.442878,850.443,879.425,0.448473,846.286,875.233,0.480996,817.157,883.489,0.450884,812.946,883.49,0.470922,817.241,879.414,0.438613
P06_Med_Side_1,1,1,970.525,676.347,0.582804,983.044,692.827,0.853439,974.737,688.669,0.888956,966.51,721.932,0.776468,945.636,746.936,0.91977,1003.81,688.776,0.861094,1016.15,730.091,0.841409,1011.94,750.87,0.903983,987.22,754.986,0.813212,978.777,754.977,0.886359,982.953,808.956,0.854395,1007.78,854.599,0.779835,1007.7,751.052,0.848832,999.516,808.751,0.811471,1007.91,858.74,0.843388,974.614,676.3,0.175464,974.614,676.086,0.617558,0.0,0.0,0.0,978.955,676.086,0.765484,983.076,875.076,0.783001,999.533,875.229,0.771538,1012.08,871.049,0.755383,982.999,871.046,0.450055,983.139,866.962,0.439695,1012.05,870.94,0.531336
P06_Med_Side_1,1,2,1704.47,746.541,0.325057,1704.31,759.267,0.38298,1700.08,759.261,0.398757,1683.62,779.985,0.218649,0.0,0.0,0.0,1704.56,763.377,0.412346,1704.31,779.987,0.257152,0.0,0.0,0.0,1691.91,825.469,0.23944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.17,825.461,0.241489,1700.28,875.321,0.206554,1700.24,908.408,0.145167,1704.37,742.615,0.225238,1704.59,742.601,0.301595,1696.02,742.638,0.155982,1708.47,742.728,0.267994,0.0,0.0,0.0,0.0,0.0,0.0,1704.18,908.413,0.129772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P06_Med_Side_1,2,0,809.005,717.632,0.909274,833.803,738.452,0.856106,813.111,738.481,0.876452,812.892,771.564,0.727081,808.73,775.895,0.571279,846.131,738.291,0.909072,846.332,775.516,0.854685,817.232,779.801,0.758735,842.004,792.383,0.82098,829.621,792.265,0.770658,800.628,817.188,0.68326,812.954,875.354,0.712936,846.377,792.381,0.809593,842.126,817.166,0.751426,846.237,871.148,0.715179,808.894,713.586,0.514406,813.007,713.423,0.950792,0.0,0.0,0.0,829.64,709.568,0.866144,842.197,879.495,0.574995,846.386,879.42,0.590063,846.253,875.112,0.599483,812.963,883.597,0.511176,808.832,883.511,0.522484,813.214,879.36,0.539008
P06_Med_Side_1,2,1,970.56,676.333,0.550536,983.032,696.987,0.858677,974.749,692.836,0.874786,966.451,726.081,0.760858,945.562,750.833,0.897301,1003.8,692.888,0.857668,1012.27,730.23,0.848231,1011.98,755.052,0.879017,987.206,759.199,0.799457,978.767,759.187,0.866934,983.023,809.043,0.864619,1007.84,858.637,0.790118,1007.68,759.181,0.832272,999.657,808.92,0.841603,1007.99,862.814,0.849626,974.623,676.31,0.184825,974.629,676.059,0.586935,0.0,0.0,0.0,978.946,676.088,0.746649,983.038,875.122,0.803072,999.524,875.288,0.787505,1012.18,871.13,0.768863,979.092,871.068,0.47205,983.089,866.975,0.453868,1012.17,870.97,0.532772
P06_Med_Side_1,3,0,809.032,717.707,0.909196,833.831,738.389,0.861341,813.108,738.412,0.877736,812.889,771.653,0.802769,808.843,779.81,0.647739,846.201,734.311,0.902389,850.284,775.55,0.875984,821.294,779.901,0.793264,842.139,788.26,0.846058,833.677,788.154,0.8027,800.61,812.955,0.783377,812.887,875.259,0.861593,850.427,788.237,0.803565,842.108,812.9,0.828839,846.365,871.112,0.808732,808.953,713.691,0.478179,813.018,713.492,0.956263,0.0,0.0,0.0,829.619,709.605,0.88025,842.108,883.521,0.695695,846.406,879.482,0.720122,850.316,875.139,0.661503,808.866,887.636,0.625801,804.694,883.471,0.638699,813.185,879.264,0.672734
P06_Med_Side_1,3,1,970.61,676.15,0.471297,983.006,692.788,0.866512,974.708,684.697,0.894693,970.431,721.892,0.773834,945.624,746.896,0.923484,1003.81,688.773,0.867832,1012.06,730.104,0.872024,1011.93,755.093,0.865199,983.104,759.205,0.82716,974.871,759.173,0.876882,983.045,812.965,0.863155,1003.73,858.741,0.751115,1003.67,759.201,0.831302,1003.71,812.926,0.858403,1007.99,862.833,0.822056,974.708,676.133,0.154073,974.669,672.089,0.47758,0.0,0.0,0.0,978.948,675.992,0.68531,991.388,875.152,0.701037,1003.8,875.215,0.737621,1012.02,871.113,0.726712,983.124,871.173,0.49083,983.155,870.994,0.486311,1007.88,871.049,0.543876
P06_Med_Side_1,4,0,812.921,717.711,0.898646,837.776,738.42,0.866445,813.135,738.47,0.877893,812.923,771.534,0.81598,808.95,779.809,0.681142,846.211,734.353,0.903761,846.46,771.562,0.840782,825.479,779.744,0.761302,842.099,788.137,0.843609,829.708,784.176,0.802826,804.849,817.121,0.724175,813.006,875.331,0.766602,850.342,784.204,0.817523,842.228,813.182,0.797538,846.307,871.167,0.738801,809.075,713.703,0.558205,813.148,713.5,0.937289,812.988,713.738,0.0569231,833.721,713.392,0.858154,842.148,879.583,0.603392,846.378,879.502,0.620264,846.333,875.159,0.600288,809.084,883.65,0.569478,808.735,883.535,0.572175,817.125,879.362,0.571645
P06_Med_Side_1,4,1,970.515,676.181,0.575649,983.066,688.763,0.863229,974.779,684.699,0.904058,970.634,721.914,0.804426,945.651,746.92,0.939336,1003.75,688.68,0.871039,1012.07,730.13,0.871465,1008.04,751.023,0.872715,987.276,755.017,0.813889,978.87,755.004,0.890613,982.954,809.07,0.858823,1003.74,858.68,0.757563,1007.71,754.982,0.856891,999.634,808.847,0.82643,1007.99,858.685,0.828211,974.592,676.117,0.153123,974.589,672.11,0.601175,0.0,0.0,0.0,978.9,672.158,0.772654,987.216,875.034,0.73859,1003.64,875.15,0.753159,1012.09,871.006,0.729558,982.976,871.09,0.455597,983.078,866.996,0.446439,1007.94,871.048,0.532006
P06_Med_Side_1,5,0,809.077,717.63,0.903081,833.845,738.455,0.860991,813.053,738.521,0.884508,812.909,771.676,0.779389,808.889,779.96,0.622503,846.231,734.356,0.903602,850.381,771.582,0.837439,825.493,779.872,0.758956,842.045,792.261,0.815805,829.636,788.261,0.767763,804.738,817.338,0.651602,812.953,879.341,0.661218,846.458,788.255,0.799838,842.047,817.136,0.750924,846.078,875.281,0.707202,808.93,713.61,0.592641,813.064,713.428,0.947283,812.862,713.698,0.0548832,833.684,709.568,0.864224,841.922,887.693,0.546516,846.132,887.615,0.565798,846.074,879.27,0.56834,809.071,891.77,0.446035,808.82,887.652,0.452988,813.206,883.543,0.479678
P06_Med_Side_1,5,1,970.51,676.179,0.594366,982.997,692.76,0.870375,974.71,684.709,0.905536,970.548,721.851,0.794039,945.663,746.94,0.920945,1003.75,688.734,0.866969,1012.02,730.138,0.869353,1011.94,754.979,0.876666,983.186,755.102,0.829429,978.706,755.068,0.889416,979.06,812.873,0.891107,999.594,862.797,0.775789,1003.73,755.069,0.847137,999.65,808.954,0.85596,1011.95,858.742,0.848492,974.617,676.156,0.17156,974.596,672.107,0.627742,0.0,0.0,0.0,978.907,672.171,0.784306,999.522,875.191,0.780026,1007.8,875.223,0.830687,1016.13,871.029,0.763083,978.956,875.063,0.570037,978.984,871.045,0.558018,1007.73,871.097,0.563842
P06_Med_Side_1,6,0,970.592,676.079,0.521243,983.022,688.623,0.870504,974.688,684.569,0.914352,970.547,717.868,0.788242,945.677,746.869,0.921241,1003.75,684.704,0.875438,1012.04,726.072,0.879426,1011.89,755.098,0.879698,987.115,754.983,0.839031,978.704,754.974,0.906484,979.079,809.041,0.900251,1003.69,862.73,0.779062,1003.81,751.051,0.861228,999.546,808.852,0.861814,1008.05,862.744,0.857754,974.643,676.049,0.156412,974.66,672.01,0.541059,0.0,0.0,0.0,978.948,672.109,0.718001,987.193,875.176,0.79901,1003.68,875.285,0.824191,1012.24,871.048,0.783491,978.997,875.04,0.501563,979.088,871.009,0.486063,1007.92,871.081,0.54226
P06_Med_Side_1,6,1,812.892,717.708,0.891472,833.842,738.44,0.857822,813.13,738.504,0.87879,812.917,771.575,0.7528,808.931,779.964,0.631438,846.17,734.358,0.901717,846.441,771.629,0.833555,825.563,779.994,0.715142,842.079,788.289,0.832695,833.68,788.216,0.783495,808.803,817.355,0.64516,813.124,875.404,0.653118,846.458,788.253,0.811856,842.12,817.199,0.760521,846.145,875.114,0.685893,809.029,713.702,0.543142,813.097,713.497,0.936171,812.916,713.728,0.0583134,829.707,713.362,0.848153,842.005,883.486,0.539137,846.226,879.541,0.553996,846.157,875.273,0.559855,813.061,883.665,0.464961,808.984,883.611,0.475004,817.215,879.469,0.477718
P06_Med_Side_1,6,2,1708.33,746.62,0.332498,1704.38,763.371,0.401485,1700.15,763.314,0.420585,1683.66,780.032,0.251173,1696.12,767.464,0.182646,1708.38,767.498,0.40742,1704.34,784.089,0.224961,0.0,0.0,0.0,1696.09,825.497,0.282808,1691.97,829.597,0.319254,1691.88,875.225,0.254116,1687.73,908.329,0.184477,1704.18,829.578,0.287807,1700.25,875.311,0.263233,1700.24,912.559,0.198077,1704.49,742.645,0.262053,1708.49,742.679,0.27154,1704.18,742.616,0.214325,1708.56,742.772,0.214913,1696.03,908.446,0.176395,1696.04,908.385,0.150685,1704.25,912.595,0.170646,1683.61,908.369,0.146542,1675.44,912.484,0.163226,1679.55,908.392,0.179552
P06_Med_Side_1,7,0,970.502,676.311,0.664182,982.995,692.759,0.867852,974.696,688.676,0.894191,970.558,721.816,0.788118,945.652,746.791,0.946134,1003.77,688.704,0.86672,1012.0,730.178,0.871617,1008.07,759.133,0.865238,987.125,754.997,0.836963,978.7,754.979,0.904184,979.028,809.006,0.878568,1003.63,858.729,0.757453,1003.83,751.054,0.864619,999.573,808.778,0.839497,1007.93,862.721,0.849046,974.558,676.252,0.187421,974.607,676.018,0.706074,0.0,0.0,0.0,978.941,676.052,0.818357,983.188,875.113,0.804702,999.616,875.244,0.806336,1012.06,871.065,0.77278,979.002,871.149,0.484268,982.969,870.984,0.466424,1007.87,871.084,0.53373
P06_Med_Side_1,7,1,812.873,717.741,0.909075,837.806,738.484,0.869697,813.192,742.334,0.860778,812.947,775.538,0.782713,808.908,780.099,0.667605,846.28,738.336,0.901445,850.355,775.693,0.858476,825.57,784.146,0.722764,842.176,792.391,0.824449,833.786,792.276,0.786413,800.665,817.205,0.705196,812.869,879.252,0.795577,850.406,792.377,0.789656,846.086,817.216,0.768737,846.254,875.243,0.758116,808.954,713.663,0.582083,813.109,713.492,0.953746,0.0,0.0,0.0,833.768,709.587,0.87208,842.072,887.653,0.624529,846.346,883.611,0.648233,846.264,875.392,0.612896,808.992,891.84,0.571377,804.823,883.683,0.571108,813.169,879.517,0.593937
