video_name,frame,person_idx,nose_x,nose_y,nose_c,neck_x,neck_y,neck_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,right_elbow_x,right_elbow_y,right_elbow_c,right_wrist_x,right_wrist_y,right_wrist_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,mid_hip_x,mid_hip_y,mid_hip_c,right_hip_x,right_hip_y,right_hip_c,right_knee_x,right_knee_y,right_knee_c,right_ankle_x,right_ankle_y,right_ankle_c,left_hip_x,left_hip_y,left_hip_c,left_knee_x,left_knee_y,left_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_eye_x,right_eye_y,right_eye_c,left_eye_x,left_eye_y,left_eye_c,right_ear_x,right_ear_y,right_ear_c,left_ear_x,left_ear_y,left_ear_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,right_heel_x,right_heel_y,right_heel_c,person_height
P05_Med_Front_2,17,0,1438.96,643.179,0.0,1438.9,663.761,0.899194,1410.21,659.737,0.833837,1406.03,688.615,0.847509,1406.04,713.634,0.837091,1451.53,663.734,0.872925,1468.14,688.748,0.827958,1472.0,713.608,0.848163,1438.94,713.797,0.919552,1422.54,713.754,0.926149,1426.65,759.2,0.860278,1434.76,800.618,0.879968,1443.31,717.664,0.841619,1443.26,763.333,0.796037,1439.2,804.723,0.791534,1439.12,643.016,0.0,1438.96,643.007,0.0,1422.56,643.041,0.576563,1443.19,642.993,0.515452,1447.31,809.0,0.496961,1443.41,809.01,0.512752,1439.11,808.91,0.74397,1438.9,808.783,0.639977,1434.91,804.767,0.647417,1434.83,808.74,0.803733,141.52712468286768
P05_Med_Front_2,18,0,1438.96,643.179,0.0,1438.94,665.1353333333333,0.88758,1411.55,661.1146666666666,0.825957,1407.3633333333332,690.0023333333334,0.812335,1406.0533333333333,715.0403333333334,0.803761,1452.8833333333332,663.782,0.856473,1469.4166666666667,688.764,0.812728,1470.71,713.6456666666667,0.816074,1438.98,715.101,0.910384,1425.2466666666667,715.053,0.913321,1426.6633333333334,760.5486666666667,0.857489,1433.4133333333334,800.6366666666667,0.86062,1443.3533333333332,717.7066666666667,0.832596,1443.3,764.6703333333334,0.796367,1439.1833333333334,804.746,0.783452,1439.12,643.016,0.0,1438.96,643.007,0.0,1423.8966666666665,643.0853333333333,0.467818,1443.23,643.0406666666667,0.435442,1445.92,809.0196666666667,0.495436,1443.3400000000001,809.0226666666666,0.505021,1439.1,808.9206666666666,0.717981,1437.5166666666667,808.8,0.66143,1433.5033333333333,804.7823333333333,0.673985,1433.4966666666667,808.7570000000001,0.78946,136.99254759292563
P05_Med_Front_2,19,0,1438.96,643.179,0.0,1438.98,666.5096666666667,0.857962,1412.89,662.4923333333334,0.751423,1408.6966666666667,691.3896666666667,0.605911,1406.0666666666666,716.4466666666666,0.55313,1454.2366666666667,663.83,0.749916,1470.6933333333334,688.7800000000001,0.636268,1469.42,713.6833333333333,0.665882,1439.02,716.405,0.881132,1427.9533333333334,716.352,0.854009,1426.6766666666667,761.8973333333333,0.838313,1432.0666666666666,800.6553333333334,0.838998,1443.3966666666668,717.7493333333333,0.81654,1443.3400000000001,766.0076666666666,0.787244,1439.1666666666667,804.769,0.757174,1439.12,643.016,0.0,1438.96,643.007,0.0,1425.2333333333333,643.1296666666667,0.26307,1443.27,643.0883333333334,0.295598,1444.53,809.0393333333333,0.519787,1443.27,809.0353333333334,0.519988,1439.09,808.9313333333333,0.694651,1436.1333333333334,808.817,0.634732,1432.0966666666668,804.7976666666667,0.650219,1432.1633333333332,808.774,0.742109,136.93604090961583
P05_Med_Front_2,20,0,1438.96,643.179,0.0,1439.02,667.884,0.90029,1414.23,663.87,0.818071,1410.03,692.777,0.816447,1406.08,717.853,0.774194,1455.59,663.878,0.84796,1471.97,688.796,0.82383,1468.13,713.721,0.835431,1439.06,717.709,0.921925,1430.66,717.651,0.897664,1426.69,763.246,0.84947,1430.72,800.674,0.89491,1443.44,717.792,0.838263,1443.38,767.345,0.791408,1439.15,804.792,0.804985,1439.12,643.016,0.0,1438.96,643.007,0.0,1426.57,643.174,0.463687,1443.31,643.136,0.529994,1443.14,809.059,0.534632,1443.2,809.048,0.549228,1439.08,808.942,0.775339,1434.75,808.834,0.637993,1430.69,804.813,0.645295,1430.83,808.791,0.817328,141.8697606821129
P05_Med_Front_2,21,0,1438.96,643.179,0.338362,1439.0339999999999,667.0858000000001,0.91668,1418.7908125,663.9879890625,0.765032,1416.158703125,691.8161375,0.686448,1412.7022499999998,717.3920789062499,0.716597,1451.0518124999999,663.8694359375,0.788237,1465.088609375,688.92940625,0.604139,1461.47125,714.1457148437499,0.64856,1439.028,718.5333999999999,0.882383,1431.4950000000001,717.9618421875,0.871679,1428.2911015625,764.6264375000001,0.807765,1431.3525078124999,802.43711796875,0.811145,1441.7695625000001,718.3065953125001,0.841841,1441.0248359375,767.71590625,0.843505,1437.7169296875,805.4174820312501,0.836151,1439.0925,643.0188632812499,0.256436,1438.9884375000001,643.01216796875,0.310547,1429.9218515624998,643.15339375,0.421622,1442.3180859375,643.1195749999999,0.522689,1440.1394921875,810.1126999999999,0.624071,1440.6582109375,809.6699710937501,0.650331,1437.6589921875,809.2192296875,0.768905,1434.1781953125,810.1913562499999,0.609357,1430.9509140625,806.60757890625,0.607363,1431.4299453125,809.3541453125001,0.676624,140.96719044160594
P05_Med_Front_2,22,0,1438.96,643.179,0.0,1439.048,666.2876,0.90532,1423.3516249999998,664.105978125,0.823654,1422.28740625,690.855275,0.850568,1419.3245,716.9311578125,0.847684,1446.513625,663.860871875,0.85362,1458.20721875,689.0628125000001,0.819675,1454.8125,714.5704296874999,0.837987,1438.996,719.3578,0.90315,1432.3300000000002,718.272684375,0.901122,1429.892203125,766.006875,0.863816,1431.985015625,804.2002359375,0.916882,1440.0991250000002,718.8211906250001,0.818083,1438.6696718750002,768.0868125000001,0.799155,1436.2838593749998,806.0429640625,0.813782,1439.065,643.0217265624999,0.0,1439.016875,643.0173359374999,0.0,1433.2737031249999,643.1327875,0.515319,1441.326171875,643.1031499999999,0.531548,1437.138984375,811.1664,0.52268,1438.116421875,810.2919421875,0.531207,1436.237984375,809.4964593750001,0.756249,1433.606390625,811.5487125,0.608809,1431.211828125,808.4021578125,0.612744,1432.029890625,809.9172906250001,0.78447,145.78377193981504
P05_Med_Front_2,23,0,1438.96,643.179,0.0909757,1439.062,665.4894,0.896466,1425.0052499999997,664.34775625,0.77742,1422.1368125,689.75455,0.752113,1420.179,716.846315625,0.78372,1444.88125,663.8563437500001,0.769595,1457.6284375,689.363225,0.676776,1453.923,714.6194593749999,0.741559,1438.964,720.1822,0.849116,1431.5140000000001,718.0535687500001,0.846181,1430.6484062499999,767.12075,0.84095,1432.41203125,806.086671875,0.865209,1440.1082500000002,719.83818125,0.783016,1437.3253437500002,768.792625,0.794094,1435.08371875,806.465528125,0.810953,1439.01,643.027453125,0.0668505,1439.07375,643.0276718749999,0.0781843,1436.6674062499999,643.127175,0.526348,1440.2143437500001,643.0807,0.530114,1433.61196875,811.6594,0.506352,1436.36484375,810.703484375,0.519431,1435.04396875,809.23351875,0.730468,1434.07278125,813.3920249999999,0.512929,1430.88965625,810.3301156250001,0.534375,1432.42578125,810.98998125,0.710005,141.5597409011475
P05_Med_Front_2,24,0,1438.96,643.179,0.30135,1439.076,664.6912,0.902001,1422.5324999999998,664.8433125,0.727991,1416.845625,689.1835,0.650783,1415.7,717.12353125,0.649306,1447.3725,663.8536875000001,0.735319,1462.236875,689.1882500000002,0.555676,1458.37,714.30721875,0.625364,1438.932,721.0066,0.827254,1429.76,717.9469375,0.799204,1430.0878125,768.0685000000001,0.78944,1431.9690624999998,807.37784375,0.82981,1441.1125000000002,720.6875625,0.790709,1437.6296875000003,769.80125,0.813423,1434.8084374999999,807.32415625,0.825011,1438.98,643.04340625,0.250484,1439.1075,643.04384375,0.258521,1438.0478125,643.13275,0.499316,1440.9596875000002,643.065,0.476885,1431.9309375,812.258,0.542217,1436.1846875,811.56846875,0.561347,1434.7509375,809.1114375,0.72452,1433.7165625,814.98025,0.526026,1429.4103125,811.6505312500001,0.544404,1431.9665624999998,811.8605625,0.644532,145.21502655028516
P05_Med_Front_2,25,0,1438.96,643.179,0.46943,1439.09,663.893,0.914988,1418.4189999999999,665.846725,0.797561,1410.36025,688.8734,0.852696,1409.862,717.5012125000001,0.860711,1451.4989999999998,663.8544750000001,0.799487,1468.13275,688.8609000000001,0.7819,1464.1819999999998,713.8960875,0.839619,1438.9,721.831,0.853361,1427.866,717.893375,0.809904,1429.613125,769.306,0.799802,1431.267625,808.3051375,0.855245,1442.371,721.373625,0.861554,1438.5118750000001,770.7935,0.842945,1434.901375,808.2282625,0.841696,1438.96,643.0775625,0.406903,1439.135,643.0739375,0.426979,1438.541125,643.1575,0.443629,1442.2798750000002,643.066,0.536862,1432.060375,812.8258000000001,0.557634,1437.063875,812.4887875000001,0.57959,1434.810375,809.042375,0.696474,1433.5966250000001,816.3003,0.58875,1427.7001249999998,812.6074125,0.603297,1431.246625,812.555625,0.670471,145.65207400171127
P05_Med_Front_2,26,0,1439.0,647.077,0.536591,1439.08,667.885,0.921069,1414.33,667.866,0.829723,1406.03,688.686,0.894614,1405.96,717.768,0.897116,1455.59,663.862,0.815313,1472.06,688.628,0.821542,1468.07,713.599,0.889032,1438.95,721.814,0.871425,1426.56,717.86,0.821154,1430.67,771.434,0.808222,1430.79,808.918,0.865381,1443.27,721.819,0.883379,1439.19,771.442,0.865494,1434.99,808.81,0.85913,1438.94,643.147,0.494217,1439.17,643.133,0.489296,1438.83,643.219,0.505002,1443.18,643.102,0.540929,1434.87,813.211,0.561054,1439.02,813.094,0.580163,1434.85,808.965,0.67558,1434.89,817.205,0.691807,1426.57,813.263,0.678612,1430.73,813.014,0.717163,142.00914866303512
