video_name,frame,Knee,Hip,Ankle
P08_Med_Side_3,38,46.41407118910041,11.406228567432265,16.94071584630636
P08_Med_Side_3,39,41.00128010396355,13.270404344694697,12.37215829360089
P08_Med_Side_3,40,35.278951885758914,15.119569555095097,8.133526193363451
P08_Med_Side_3,41,29.346402896638864,16.781799028901503,4.919323573815163
P08_Med_Side_3,42,23.27059428956474,18.092782701125884,3.1175581725069605
P08_Med_Side_3,43,17.181705018585546,18.961344677579348,2.7098796392530886
P08_Med_Side_3,44,11.34239977528864,19.395847094658592,3.292928765653869
P08_Med_Side_3,45,6.141615588014702,19.482581517617433,4.254606994091745
P08_Med_Side_3,46,2.021226703580993,19.34345048360717,5.0294664121202
P08_Med_Side_3,47,-0.6256781554376687,19.10083207701254,5.258768754250198
P08_Med_Side_3,48,-1.5487193101014043,18.857851888933027,4.7860871643762835
P08_Med_Side_3,49,-0.7063119291011617,18.6886336743232,3.589429908047549
P08_Med_Side_3,50,1.7077455181636765,18.632452066754553,1.7653038778206422
P08_Med_Side_3,51,5.2925873588119146,18.69164700238656,-0.43333807486227727
P08_Med_Side_3,52,9.531192914599956,18.83703569981469,-2.6065247075708555
P08_Med_Side_3,53,13.916758081462234,19.021954031073165,-4.329608949400111
P08_Med_Side_3,54,18.05848175118092,19.19959268132672,-5.302670777886078
P08_Med_Side_3,55,21.72594514891742,19.334345283971118,-5.405965884155293
P08_Med_Side_3,56,24.830860042141353,19.399884080348784,-4.665580951315391
P08_Med_Side_3,57,27.36889770095263,19.363308783998804,-3.2066275793829675
P08_Med_Side_3,58,29.34905717577675,19.16325560344987,-1.232525376448507
P08_Med_Side_3,59,30.73741225497929,18.69634193382754,0.9843227050348702
P08_Med_Side_3,60,31.43672643710582,17.825123447592432,3.129542449381219
P08_Med_Side_3,61,31.30921920815649,16.41058067792318,4.902267096974484
P08_Med_Side_3,62,30.232115266919237,14.359390875437214,6.082680931436286
P08_Med_Side_3,63,28.163714856461354,11.668082017252601,6.5825634226307415
P08_Med_Side_3,64,25.193914230374048,8.444635414000658,6.458725674155204
P08_Med_Side_3,65,21.555379240752785,4.89267198093313,5.887617358687109
P08_Med_Side_3,66,17.582756818716092,1.2557342699793423,5.112985314615187
P08_Med_Side_3,67,13.631177080735625,-2.260059315986041,4.383933602216175
P08_Med_Side_3,68,9.990254007778304,-5.5488665081725514,3.9013166232853678
P08_Med_Side_3,69,6.832610291964812,-8.621084017798069,3.7873398797798075
P08_Med_Side_3,70,4.212696162507143,-11.565901761042369,4.084815273918792
P08_Med_Side_3,71,2.104631173631759,-14.480771134288517,4.7797507583284045
P08_Med_Side_3,72,0.4554044192958884,-17.400261894471015,5.830864846993691
P08_Med_Side_3,73,-0.7686949333263158,-20.254768528453667,7.1896757940486395
P08_Med_Side_3,74,-1.5566539546668707,-22.87713447384354,8.804867213556435
P08_Med_Side_3,75,-1.852581039133895,-25.055154182159214,10.61642258132342
P08_Med_Side_3,76,-1.5750575867693328,-26.607400808464973,12.549456529740652
P08_Med_Side_3,77,-0.6434303422690277,-27.448810196218915,14.512073588640192
P08_Med_Side_3,78,1.0013642199471917,-27.616332379585458,16.39181313706004
P08_Med_Side_3,79,3.3875050595528364,-27.243152057749455,18.04146069719097
P08_Med_Side_3,80,6.514176751381854,-26.49526437276674,19.2526195050785
P08_Med_Side_3,81,10.36204512141083,-25.502270855336064,19.729624107037537
P08_Med_Side_3,82,14.908616140916479,-24.313185924563328,19.08920783668782
P08_Med_Side_3,83,20.140287596545647,-22.890969389479437,16.925224031800653
P08_Med_Side_3,84,26.048364644485275,-21.141377526905018,12.996234129687238
P08_Med_Side_3,85,32.600215594188484,-18.96279030530019,7.550647061732889
P08_Med_Side_3,86,39.69012558430478,-16.302222401531083,1.5484807697492755
P08_Med_Side_3,87,47.08919877164411,-13.202436205540721,-3.677355146055106
P08_Med_Side_3,88,54.42192885734606,-9.822926813407861,-7.174183362740578
P08_Med_Side_3,89,61.19312373489842,-6.417178873197287,-8.720414720327497
P08_Med_Side_3,90,66.86807856723523,-3.260750158933064,-8.594641013327134
P08_Med_Side_3,91,70.97788778731234,-0.5542900992905118,-7.236769150137761
P08_Med_Side_3,92,73.2068736212717,1.6491061599324155,-5.0684778367811845
P08_Med_Side_3,93,73.44019556743655,3.4533071566168303,-2.4510550266992652
P08_Med_Side_3,94,71.78375526005922,5.06655546523524,0.2992097401479299
P08_Med_Side_3,95,68.569397197534,6.718171273252096,2.8928242797470745
P08_Med_Side_3,96,64.3173595604699,8.576792757825132,5.077143014748614
P08_Med_Side_3,97,59.60590033909668,10.691843196431364,6.6743270185804136
P08_Med_Side_3,98,54.87038841318275,12.975913996658733,7.609293434571967
