video_name,frame,person_idx,nose_x,nose_y,nose_c,neck_x,neck_y,neck_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,right_elbow_x,right_elbow_y,right_elbow_c,right_wrist_x,right_wrist_y,right_wrist_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,mid_hip_x,mid_hip_y,mid_hip_c,right_hip_x,right_hip_y,right_hip_c,right_knee_x,right_knee_y,right_knee_c,right_ankle_x,right_ankle_y,right_ankle_c,left_hip_x,left_hip_y,left_hip_c,left_knee_x,left_knee_y,left_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_eye_x,right_eye_y,right_eye_c,left_eye_x,left_eye_y,left_eye_c,right_ear_x,right_ear_y,right_ear_c,left_ear_x,left_ear_y,left_ear_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,right_heel_x,right_heel_y,right_heel_c
P03_Med_Front_3,1,0,1836.89,705.327,0.806846,1837.12,721.88,0.829143,1812.18,725.919,0.821132,1804.07,746.752,0.828427,1807.89,767.35,0.575637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841.29,775.544,0.676702,1816.41,775.575,0.603537,1808.06,796.563,0.389095,1812.2,846.092,0.247961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.79,705.233,0.687071,1837.08,705.138,0.781113,1832.77,709.173,0.385807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.2,846.42,0.209275
P03_Med_Front_3,1,1,0.0,0.0,0.0,1434.95,659.619,0.857246,1447.3,659.63,0.834914,1463.89,680.532,0.799638,1463.82,709.308,0.755141,1410.13,655.496,0.86719,1405.7,680.393,0.79973,1401.75,709.319,0.747273,1430.83,713.478,0.900869,1439.13,713.548,0.935678,1438.86,750.857,0.867062,1434.78,788.213,0.792042,1414.3,713.413,0.900911,1418.3,750.836,0.851049,1418.42,788.214,0.790844,0.0,0.0,0.0,0.0,0.0,0.0,1443.08,643.113,0.415627,1418.43,643.048,0.352657,1414.32,804.628,0.489399,1418.37,800.612,0.489959,1422.54,804.598,0.676576,1430.71,804.781,0.422003,1434.79,800.58,0.432656,1430.71,800.599,0.674729
P03_Med_Front_3,1,2,0.0,0.0,0.0,1903.22,692.794,0.866527,1911.72,684.537,0.862387,1940.81,717.777,0.690708,1936.71,754.954,0.549718,1866.02,709.329,0.894677,1870.13,742.514,0.932738,1841.42,767.411,0.76974,1903.34,759.181,0.846524,1907.65,759.248,0.848117,1907.53,813.09,0.862077,1903.45,866.89,0.845099,1870.23,771.465,0.823064,1870.26,813.026,0.945008,1861.93,866.968,0.824899,0.0,0.0,0.0,0.0,0.0,0.0,1903.28,672.063,0.320525,1870.25,676.384,0.80939,1853.68,875.116,0.661769,1845.45,875.048,0.738481,1865.96,875.054,0.788833,0.0,0.0,0.0,0.0,0.0,0.0,1903.38,871.043,0.786363
P03_Med_Front_3,1,3,1969.82,676.244,0.673743,1994.5,688.711,0.836778,1998.74,684.526,0.839664,0.0,0.0,0.0,0.0,0.0,0.0,1990.4,688.78,0.857876,1994.48,726.008,0.807032,1969.85,759.161,0.737195,1998.55,746.927,0.815558,1998.78,746.867,0.80929,1998.63,804.747,0.719163,1998.8,842.182,0.701349,1994.55,750.862,0.840579,1990.46,808.673,0.798349,1998.67,846.156,0.761755,1969.76,676.361,0.164412,1973.81,676.058,0.707343,0.0,0.0,0.0,1982.17,676.056,0.847459,1978.0,846.411,0.615325,1982.12,846.409,0.599615,1998.69,850.326,0.624225,1907.56,871.098,0.602039,1907.62,870.934,0.61917,1998.8,846.183,0.54853
P03_Med_Front_3,2,0,1836.99,705.175,0.809022,1837.13,721.888,0.847992,1812.26,721.938,0.817793,1807.83,746.703,0.821115,1804.05,763.294,0.576824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841.27,775.497,0.665856,1824.63,775.531,0.58544,1808.03,788.231,0.314461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.84,705.185,0.659454,1841.08,701.066,0.797163,1832.8,709.259,0.338208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P03_Med_Front_3,2,1,0.0,0.0,0.0,1903.34,692.87,0.881867,1911.69,684.631,0.823404,1944.8,725.926,0.62565,1940.66,759.198,0.527355,1862.01,709.526,0.86018,1870.33,742.592,0.966806,1845.39,767.374,0.815885,1903.54,759.237,0.852006,1911.69,763.248,0.840148,1907.56,812.924,0.871951,1907.34,858.669,0.838587,1890.97,767.424,0.803941,1874.34,812.9,0.973305,1870.27,858.708,0.870004,0.0,0.0,0.0,0.0,0.0,0.0,1903.45,676.188,0.178321,1874.27,676.332,0.846156,1865.98,871.061,0.676807,1857.78,871.089,0.735113,1870.31,870.942,0.841047,0.0,0.0,0.0,0.0,0.0,0.0,1903.48,866.91,0.774994
P03_Med_Front_3,2,2,1438.99,647.244,0.107122,1438.82,663.83,0.838722,1443.12,663.776,0.76996,1459.7,684.477,0.617002,1451.51,709.316,0.590031,1422.43,663.732,0.734687,1410.09,680.636,0.568024,1410.11,709.39,0.525585,1434.8,713.625,0.884985,1438.9,713.637,0.88493,1430.82,750.984,0.807083,1426.56,792.315,0.737498,1426.58,713.601,0.847921,1426.54,751.011,0.789355,1418.44,792.399,0.748363,1439.15,643.03,0.0737554,1434.84,643.118,0.0801063,1439.23,643.199,0.374297,1430.67,643.16,0.338334,1418.35,804.783,0.508519,1422.54,804.632,0.504981,1422.49,804.65,0.647342,1418.28,804.763,0.466087,1418.41,800.684,0.463774,1422.43,800.656,0.664413
P03_Med_Front_3,2,3,1973.78,676.258,0.690642,1990.42,692.873,0.81545,1994.55,684.699,0.800129,0.0,0.0,0.0,0.0,0.0,0.0,1994.52,692.863,0.858103,1994.59,730.127,0.808484,1969.87,767.349,0.776552,1990.44,750.898,0.769116,1994.54,746.959,0.7468,1982.1,804.746,0.646359,1998.55,842.241,0.630743,1994.52,750.969,0.817428,1990.45,808.772,0.805452,1998.67,846.319,0.755144,1973.81,676.374,0.18893,1973.95,676.082,0.711471,0.0,0.0,0.0,1986.23,676.075,0.819981,1977.99,850.395,0.623951,1982.15,850.414,0.610676,1998.68,854.476,0.593859,1907.6,870.975,0.589541,1911.68,862.827,0.604586,1994.57,846.225,0.485762
P03_Med_Front_3,3,0,1836.98,705.286,0.799959,1837.08,721.853,0.842041,1812.23,721.88,0.826567,1807.85,746.702,0.824616,1803.99,759.219,0.577591,1857.82,713.501,0.851023,1870.35,742.606,0.964309,1845.37,763.322,0.802577,1841.2,775.522,0.694212,1824.6,775.567,0.62639,1808.03,792.31,0.37954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.9,705.196,0.675063,1837.18,705.107,0.763461,1832.76,709.241,0.380252,1874.39,676.341,0.800654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P03_Med_Front_3,3,1,0.0,0.0,0.0,1903.47,696.926,0.895941,1911.85,688.655,0.810309,1944.79,721.915,0.57848,1940.6,759.162,0.466851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907.34,759.212,0.856204,1911.67,763.237,0.846006,1907.54,812.943,0.875722,1907.41,858.613,0.830076,1895.06,767.365,0.811174,1874.4,812.934,0.958126,1874.26,858.69,0.871622,0.0,0.0,0.0,0.0,0.0,0.0,1907.51,676.166,0.233504,0.0,0.0,0.0,1866.05,871.026,0.696348,1861.87,871.04,0.754571,1874.34,866.997,0.833395,1816.46,850.345,0.164448,1816.4,846.255,0.185104,1907.46,862.828,0.761245
