video_name,frame,person_idx,nose_x,nose_y,nose_c,neck_x,neck_y,neck_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,right_elbow_x,right_elbow_y,right_elbow_c,right_wrist_x,right_wrist_y,right_wrist_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,mid_hip_x,mid_hip_y,mid_hip_c,right_hip_x,right_hip_y,right_hip_c,right_knee_x,right_knee_y,right_knee_c,right_ankle_x,right_ankle_y,right_ankle_c,left_hip_x,left_hip_y,left_hip_c,left_knee_x,left_knee_y,left_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_eye_x,right_eye_y,right_eye_c,left_eye_x,left_eye_y,left_eye_c,right_ear_x,right_ear_y,right_ear_c,left_ear_x,left_ear_y,left_ear_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,right_heel_x,right_heel_y,right_heel_c
P08_Med_Side_3,1,0,945.909,634.859,0.821344,974.876,651.317,0.890035,970.668,647.386,0.864442,970.563,696.989,0.32726,945.838,738.376,0.448078,978.937,651.429,0.910956,978.771,705.33,0.868774,958.236,742.33,0.80408,978.968,738.513,0.873786,978.762,738.489,0.880161,978.768,800.684,0.826598,979.003,850.298,0.769778,983.079,738.508,0.882908,982.97,804.636,0.876664,987.263,854.626,0.833812,949.813,634.682,0.273799,949.961,626.433,0.806145,0.0,0.0,0.0,974.505,622.398,0.854832,966.452,871.049,0.82164,974.653,875.136,0.88878,999.674,870.999,0.837112,954.043,858.735,0.415847,962.303,858.629,0.388598,983.164,854.615,0.468014
P08_Med_Side_3,1,1,10.8159,643.128,0.241044,10.8039,696.971,0.438806,10.741,688.701,0.694475,46.1188,751.039,0.621174,79.1389,809.031,0.602003,10.7602,692.869,0.637798,46.15,750.82,0.583649,79.0946,809.016,0.645993,10.7818,837.89,0.621103,10.7543,837.808,0.603922,10.788,933.203,0.594046,10.7875,1020.3,0.566844,10.7578,837.808,0.615268,10.7554,929.184,0.581342,10.7764,1016.13,0.509382,10.8052,639.02,0.218516,10.8089,638.956,0.251012,10.7762,643.075,0.475209,10.7917,647.123,0.371317,46.2151,1040.97,0.424771,46.2238,1028.63,0.376864,10.7481,1032.84,0.286988,46.2123,1040.89,0.566412,37.7603,1041.03,0.505499,10.7542,1036.97,0.468814
P08_Med_Side_3,1,2,0.0,0.0,0.0,431.65,746.554,0.294068,448.156,742.717,0.261363,460.692,775.595,0.160827,452.429,784.18,0.0846711,415.205,742.681,0.295246,411.051,775.731,0.149908,419.206,784.157,0.0830958,431.705,800.54,0.315692,443.924,800.578,0.309561,448.146,842.177,0.278223,456.462,883.629,0.287532,419.244,800.57,0.310747,431.705,842.207,0.244707,444.018,887.624,0.216219,0.0,0.0,0.0,0.0,0.0,0.0,444.171,742.494,0.0574484,0.0,0.0,0.0,448.174,900.105,0.130921,439.929,891.878,0.122603,443.986,900.051,0.180988,460.72,895.997,0.188531,468.94,900.122,0.204896,456.512,891.902,0.277604
P08_Med_Side_3,2,0,945.944,634.862,0.826506,974.903,651.336,0.879426,974.561,647.394,0.8651,974.517,696.971,0.346228,945.862,738.48,0.480067,978.919,651.449,0.903858,978.825,705.326,0.849577,962.253,742.364,0.796528,979.092,738.465,0.857883,978.946,738.429,0.876319,978.981,800.642,0.836783,983.036,850.435,0.745997,983.163,738.464,0.868918,982.99,804.617,0.871379,987.166,862.76,0.834021,945.96,630.594,0.37266,950.029,622.47,0.805798,0.0,0.0,0.0,974.584,622.406,0.854003,958.224,875.058,0.81802,970.644,875.292,0.889735,999.536,871.168,0.853462,958.149,862.824,0.38936,966.43,862.745,0.362467,991.375,862.805,0.459392
P08_Med_Side_3,2,1,10.7835,647.049,0.628319,10.8062,701.103,0.479683,10.8057,701.039,0.123089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7752,837.807,0.684441,10.7986,837.83,0.353136,10.8018,929.065,0.342141,10.7925,1016.34,0.402418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8014,642.865,0.443428,10.7747,638.927,0.616815,10.8327,643.212,0.145501,10.7618,643.22,0.295877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0587,1040.94,0.380012,33.6395,1041.08,0.325869,10.7566,1036.94,0.341166
P08_Med_Side_3,2,2,742.497,713.58,0.277017,746.617,742.628,0.320646,713.556,746.594,0.302952,705.239,780.057,0.212347,734.311,792.304,0.169143,775.727,742.435,0.314003,788.14,775.857,0.231602,779.841,783.978,0.224367,763.275,813.091,0.37757,742.626,813.161,0.378723,771.612,837.778,0.278877,808.705,895.943,0.304167,779.815,812.963,0.389235,812.993,825.494,0.335417,821.334,887.693,0.280904,738.388,709.501,0.245671,746.586,709.424,0.270497,721.83,713.412,0.142904,755.02,709.477,0.171858,842.004,900.116,0.200432,841.891,900.051,0.193993,817.199,904.195,0.232121,808.991,908.477,0.227515,800.675,912.462,0.217277,808.84,904.283,0.266385
P08_Med_Side_3,2,3,0.0,0.0,0.0,2064.98,651.459,0.168127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2036.05,759.123,0.206958,2031.92,755.022,0.200664,2019.45,821.327,0.159536,2011.25,908.227,0.250964,2040.22,759.152,0.185547,2036.05,813.102,0.142505,2044.3,904.175,0.247185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2065.06,908.485,0.215072,2069.06,908.516,0.210425,2048.43,908.422,0.225712,2031.89,912.511,0.221069,2011.19,912.646,0.225415,2011.2,908.415,0.253069
P08_Med_Side_3,3,0,10.7881,647.471,0.474654,10.8016,696.97,0.58106,10.808,692.858,0.155617,0.0,0.0,0.0,0.0,0.0,0.0,33.6291,688.662,0.802436,50.4237,746.932,0.869121,79.2017,808.742,0.907276,10.7625,833.851,0.786106,10.794,837.907,0.428442,10.7992,929.112,0.457004,10.7892,1020.31,0.430504,37.6905,829.628,0.726561,0.0,0.0,0.0,0.0,0.0,0.0,10.7968,643.202,0.377075,10.774,643.228,0.557089,10.8041,647.083,0.195541,10.7595,647.117,0.449231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0593,1040.97,0.390426,0.0,0.0,0.0,10.7579,1036.94,0.368226
P08_Med_Side_3,3,1,945.926,638.89,0.843719,974.911,647.484,0.891293,974.489,647.341,0.873955,970.608,696.941,0.390565,945.81,738.484,0.566904,979.006,651.408,0.900875,978.851,705.332,0.84824,966.35,738.504,0.805044,979.006,738.485,0.871685,978.802,738.455,0.889774,978.897,800.664,0.849557,983.054,850.392,0.761414,983.112,738.477,0.877218,982.968,804.637,0.881937,987.257,858.724,0.836572,945.922,634.728,0.341314,950.012,630.567,0.804266,0.0,0.0,0.0,974.586,622.461,0.843834,958.145,871.126,0.830324,970.593,875.228,0.887724,999.66,871.104,0.870731,949.954,866.842,0.424553,958.171,862.754,0.380579,995.419,862.746,0.446753
P08_Med_Side_3,4,0,10.7553,647.337,0.715572,10.7885,688.713,0.720874,10.8157,688.75,0.154201,0.0,0.0,0.0,0.0,0.0,0.0,41.9619,684.697,0.845513,54.3545,746.862,0.887252,79.2497,808.838,0.924936,10.7528,825.433,0.792571,10.7966,825.57,0.457354,10.7828,916.687,0.563496,10.7867,1016.29,0.529412,41.9117,817.298,0.75985,46.2009,912.454,0.720353,10.7793,1007.82,0.570659,10.7799,643.125,0.675176,10.746,643.077,0.695581,10.7994,643.205,0.429363,8.7421,643.214,0.354138,46.0902,1040.87,0.50089,46.1673,1024.5,0.473198,10.7659,1020.4,0.272057,46.0802,1040.9,0.560371,0.0,0.0,0.0,10.7515,1036.91,0.445201
