video_name,frame,person_idx,nose_x,nose_y,nose_c,neck_x,neck_y,neck_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,right_elbow_x,right_elbow_y,right_elbow_c,right_wrist_x,right_wrist_y,right_wrist_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,mid_hip_x,mid_hip_y,mid_hip_c,right_hip_x,right_hip_y,right_hip_c,right_knee_x,right_knee_y,right_knee_c,right_ankle_x,right_ankle_y,right_ankle_c,left_hip_x,left_hip_y,left_hip_c,left_knee_x,left_knee_y,left_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_eye_x,right_eye_y,right_eye_c,left_eye_x,left_eye_y,left_eye_c,right_ear_x,right_ear_y,right_ear_c,left_ear_x,left_ear_y,left_ear_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,right_heel_x,right_heel_y,right_heel_c
P02_Med_Side_2,1,0,1012.14,643.04,0.947046,1024.5,672.147,0.865386,1008.11,676.009,0.918551,1003.73,705.343,0.612746,0.0,0.0,0.0,1045.19,672.016,0.955686,1057.58,705.248,0.807923,1045.4,734.344,0.760794,1032.65,738.495,0.861916,1012.22,738.513,0.92201,1012.31,783.964,0.927573,1024.53,833.701,0.829415,1041.13,742.34,0.925024,1041.25,779.994,0.918638,1045.08,833.692,0.873227,1011.95,638.9,0.861937,1016.18,638.913,0.898408,1007.71,643.083,0.225114,1036.93,642.89,0.841926,1036.94,842.144,0.713274,1041.14,842.057,0.76601,1045.15,837.888,0.748862,1012.07,842.137,0.703158,1011.99,841.944,0.711079,1032.69,837.925,0.721335
P02_Med_Side_2,1,1,941.331,643.087,0.902376,941.457,672.152,0.952103,912.553,676.0,0.938693,908.432,709.299,0.820218,945.762,709.372,0.660014,954.137,672.172,0.857633,970.527,709.29,0.84047,941.456,705.325,0.844347,941.297,746.645,0.86836,916.652,746.615,0.87937,912.613,808.75,0.699599,916.656,850.366,0.314572,945.728,746.668,0.880434,945.936,804.645,0.717905,950.017,846.172,0.405013,937.352,638.975,0.813965,941.521,642.831,0.923683,929.159,643.012,0.34417,945.621,643.003,0.876398,0.0,0.0,0.0,0.0,0.0,0.0,945.901,846.356,0.325755,920.946,854.604,0.212783,916.684,854.546,0.215321,916.73,858.654,0.265177
P02_Med_Side_2,2,0,1012.11,643.071,0.941794,1020.38,676.005,0.872892,1008.02,676.046,0.921264,1003.65,709.217,0.587152,0.0,0.0,0.0,1045.15,672.103,0.962102,1057.65,705.29,0.816633,1045.42,734.28,0.77492,1028.62,742.354,0.87588,1012.18,742.385,0.946374,1012.3,784.048,0.927539,1028.62,833.76,0.833187,1041.1,742.39,0.939196,1045.05,780.013,0.92154,1045.25,829.654,0.850064,1011.91,638.929,0.853027,1016.15,638.95,0.8937,1007.78,643.077,0.24213,1036.9,642.903,0.821596,1041.18,842.083,0.691287,1045.29,841.958,0.727423,1045.3,837.836,0.716043,1012.27,842.243,0.702034,1012.14,842.063,0.728521,1032.82,837.951,0.729919
P02_Med_Side_2,2,1,937.445,643.096,0.894817,941.439,676.0,0.951295,912.544,676.067,0.94924,908.534,709.387,0.702052,962.349,713.451,0.521545,954.045,676.015,0.867914,970.483,709.335,0.845125,941.377,705.306,0.843859,941.298,746.844,0.855084,916.667,746.838,0.862125,912.656,809.022,0.672162,916.665,854.545,0.304454,945.704,746.892,0.864056,945.913,808.796,0.720263,949.866,846.331,0.383952,933.335,638.998,0.80174,941.474,642.843,0.92077,929.173,643.058,0.299228,945.587,643.017,0.893574,0.0,0.0,0.0,0.0,0.0,0.0,945.855,850.419,0.303483,916.731,862.813,0.230951,912.691,858.739,0.229288,916.715,866.929,0.262334
P02_Med_Side_2,2,2,1563.46,713.53,0.298682,1542.66,717.803,0.435115,1517.83,717.745,0.417083,1509.67,746.894,0.315951,1542.59,754.988,0.309651,1567.61,717.862,0.391238,1575.84,750.847,0.226845,1571.61,754.986,0.207063,1534.45,780.012,0.320772,1513.79,779.933,0.340272,1538.62,784.093,0.292662,1542.67,841.923,0.333135,1546.83,779.974,0.302657,1567.54,788.159,0.246397,1563.32,842.044,0.269572,1555.21,709.455,0.275551,1567.54,709.518,0.218657,1542.69,705.343,0.283903,1571.71,709.524,0.125533,1563.45,850.427,0.231323,1567.52,850.373,0.226654,1559.25,842.184,0.235869,1542.8,846.265,0.283226,1542.67,846.323,0.287299,1542.66,842.153,0.304546
P02_Med_Side_2,3,0,1012.12,643.048,0.917648,1028.58,672.163,0.859186,1011.95,676.008,0.911721,1003.73,705.268,0.481708,0.0,0.0,0.0,1045.21,672.063,0.951386,1053.52,705.312,0.801551,1045.14,734.305,0.768628,1032.65,742.339,0.867192,1012.22,742.341,0.917727,1012.3,780.135,0.925815,1028.64,833.729,0.826576,1041.08,742.385,0.936273,1041.23,779.877,0.92097,1045.2,829.688,0.857755,1008.17,638.928,0.730903,1016.16,638.949,0.875706,1003.6,643.042,0.115235,1036.96,642.951,0.835254,1040.92,842.139,0.727291,1041.22,842.073,0.779869,1045.28,837.855,0.740676,1012.13,842.17,0.675217,1012.07,841.982,0.689927,1032.83,837.938,0.713805
P02_Med_Side_2,3,1,937.439,643.08,0.901065,941.398,672.149,0.94014,912.542,675.999,0.937961,908.478,709.273,0.78084,945.75,709.194,0.620481,950.065,675.985,0.872099,966.484,709.285,0.82967,941.339,705.214,0.816409,941.304,746.715,0.852068,916.685,746.693,0.855444,912.627,808.844,0.674332,916.685,850.501,0.319287,945.703,746.753,0.870219,945.91,804.793,0.73561,949.937,846.212,0.417452,933.251,638.974,0.82428,941.483,642.827,0.923003,924.929,642.992,0.384401,945.573,643.028,0.87391,0.0,0.0,0.0,0.0,0.0,0.0,945.853,850.315,0.335133,916.802,862.763,0.222925,912.714,858.696,0.223739,916.716,862.835,0.271148
P02_Med_Side_2,3,2,1555.17,713.479,0.21242,1542.73,721.934,0.348502,1517.93,717.783,0.305645,1501.28,742.595,0.207115,1530.28,763.295,0.183829,1571.59,726.068,0.299606,1571.81,751.01,0.176313,0.0,0.0,0.0,1542.59,780.041,0.252857,1530.21,779.956,0.255975,1534.45,788.245,0.169886,1542.72,837.984,0.217266,1555.11,780.037,0.232032,1567.63,792.398,0.183035,1563.42,841.966,0.23,1550.96,709.375,0.195516,1559.34,709.435,0.164727,1542.67,709.295,0.17934,1567.5,709.492,0.117056,1559.31,850.377,0.212633,1567.47,850.38,0.201297,1563.35,842.18,0.200733,1538.62,846.269,0.211476,1538.64,846.308,0.207656,1542.72,842.06,0.207311
P02_Med_Side_2,4,0,1012.13,642.993,0.934174,1024.47,672.164,0.861485,1008.07,676.003,0.914905,1003.73,709.198,0.532585,0.0,0.0,0.0,1045.22,672.068,0.951687,1057.7,705.334,0.803891,1045.43,738.293,0.739661,1032.68,742.366,0.865809,1012.2,742.382,0.925565,1012.3,784.028,0.916511,1028.62,833.849,0.825484,1041.17,742.39,0.93017,1045.12,779.965,0.91442,1045.35,833.833,0.843764,1011.93,638.829,0.843775,1016.17,638.859,0.882279,1007.71,642.976,0.240739,1036.91,642.845,0.823902,1041.12,842.197,0.665009,1045.28,842.128,0.714412,1045.41,837.977,0.717806,1012.21,846.098,0.691936,1012.13,842.089,0.71145,1032.83,837.987,0.721409
P02_Med_Side_2,4,1,937.461,643.065,0.90637,941.428,672.172,0.951589,912.485,676.019,0.950732,908.349,709.37,0.824354,945.672,709.374,0.625937,954.12,675.995,0.862329,970.468,709.329,0.841524,941.352,705.271,0.824921,941.305,746.825,0.852448,916.611,746.813,0.869795,912.533,809.075,0.656425,916.65,858.681,0.241739,945.781,746.885,0.852702,945.958,808.834,0.697067,949.854,850.304,0.286545,933.287,638.954,0.82508,941.496,638.989,0.92616,925.021,642.977,0.411185,945.591,642.965,0.87473,0.0,0.0,0.0,0.0,0.0,0.0,945.808,850.491,0.224651,920.948,862.828,0.175705,916.733,858.72,0.176996,916.746,867.012,0.21469
