video_name,frame,person_idx,nose_x,nose_y,nose_c,neck_x,neck_y,neck_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,right_elbow_x,right_elbow_y,right_elbow_c,right_wrist_x,right_wrist_y,right_wrist_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,mid_hip_x,mid_hip_y,mid_hip_c,right_hip_x,right_hip_y,right_hip_c,right_knee_x,right_knee_y,right_knee_c,right_ankle_x,right_ankle_y,right_ankle_c,left_hip_x,left_hip_y,left_hip_c,left_knee_x,left_knee_y,left_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_eye_x,right_eye_y,right_eye_c,left_eye_x,left_eye_y,left_eye_c,right_ear_x,right_ear_y,right_ear_c,left_ear_x,left_ear_y,left_ear_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,right_heel_x,right_heel_y,right_heel_c
P02_Med_Front_3,1,0,1439.09,647.301,0.840009,1439.16,672.084,0.981962,1422.41,672.158,0.865314,1410.23,688.711,0.890274,1414.23,713.59,0.868336,1451.58,672.034,0.857881,1471.97,692.771,0.854018,1468.1,713.564,0.919123,1439.12,717.629,0.948381,1430.77,713.801,0.905793,1434.8,759.163,0.833321,1434.98,792.411,0.850284,1443.46,717.637,0.935983,1443.43,759.18,0.869902,1443.12,796.488,0.886234,1438.92,647.095,0.792131,1442.99,647.089,0.794272,1434.87,647.228,0.642902,1443.26,647.119,0.646152,1443.27,808.919,0.722775,1447.3,808.754,0.730796,1439.24,804.661,0.738279,1438.96,808.876,0.726639,1434.82,808.749,0.700896,1434.93,804.649,0.731733
P02_Med_Front_3,1,1,1841.34,713.422,0.882791,1845.36,734.285,0.818029,1837.18,726.069,0.871737,1828.67,746.658,0.676605,1812.12,750.906,0.600634,1866.0,738.304,0.800099,1853.69,751.059,0.754356,1832.81,751.043,0.720571,1837.14,775.696,0.729392,1832.84,775.572,0.687724,1795.51,783.965,0.478935,1775.02,841.901,0.350898,1841.4,775.793,0.727984,1807.92,792.32,0.602654,1795.51,842.257,0.471476,1841.3,709.498,0.756998,1845.39,709.6,0.839974,1841.18,713.444,0.192745,1861.9,713.497,0.752693,1791.41,850.455,0.291494,1795.55,850.49,0.320118,1795.51,846.274,0.390985,1774.89,842.189,0.193838,1774.88,842.154,0.200169,1774.93,842.04,0.309267
P02_Med_Front_3,1,2,1936.78,676.166,0.898788,1940.98,688.692,0.883735,1936.37,684.687,0.878314,1915.8,713.833,0.600452,1928.19,721.937,0.509817,1965.51,684.703,0.865572,1969.74,713.726,0.865258,1940.69,717.834,0.791031,1940.78,750.905,0.820655,1936.35,750.845,0.797088,1928.2,808.984,0.673453,1924.16,850.301,0.600731,1957.27,750.966,0.771053,1944.92,808.931,0.689724,1936.73,850.443,0.650927,1936.63,672.062,0.719409,1940.7,672.094,0.881224,1936.65,676.162,0.151883,1944.92,672.137,0.785188,1940.8,871.093,0.531943,1944.86,871.031,0.529946,1936.54,858.653,0.482019,1928.26,866.951,0.443828,1915.91,858.686,0.440703,1924.14,854.589,0.477642
P02_Med_Front_3,1,3,419.147,771.419,0.189993,402.584,796.469,0.693546,415.056,800.629,0.749709,415.143,842.158,0.696909,410.955,875.199,0.494263,382.02,796.5,0.642795,386.139,841.985,0.228408,406.793,871.154,0.172351,410.869,879.324,0.668532,415.055,879.353,0.714107,448.286,937.319,0.357346,473.061,987.158,0.358749,394.404,875.416,0.559142,444.269,937.392,0.236042,468.952,983.141,0.24649,415.104,759.157,0.204423,0.0,0.0,0.0,410.989,767.474,0.608371,382.124,767.444,0.130095,493.856,995.462,0.180149,489.637,995.387,0.173615,468.983,991.313,0.196925,497.924,991.37,0.346863,485.579,1003.75,0.348457,468.995,995.443,0.341373
P02_Med_Front_3,2,0,1439.1,647.208,0.844942,1439.15,672.044,0.973772,1418.42,672.105,0.867572,1410.13,684.696,0.901127,1410.29,713.542,0.867596,1455.57,672.004,0.85708,1468.14,692.769,0.832239,1468.11,713.549,0.890543,1439.09,717.693,0.950213,1430.73,717.666,0.900248,1430.78,759.235,0.828029,1434.9,800.562,0.851368,1443.44,717.701,0.941405,1443.38,763.246,0.872036,1443.02,800.547,0.887396,1438.91,643.254,0.793366,1443.0,643.24,0.799202,1434.89,647.131,0.639825,1443.27,643.256,0.650716,1443.17,809.014,0.721572,1443.35,808.841,0.732588,1439.16,804.717,0.755709,1438.85,809.047,0.735606,1430.77,808.944,0.708444,1434.88,804.793,0.743461
P02_Med_Front_3,2,1,1940.49,676.151,0.869137,1944.8,688.633,0.872473,1936.5,684.63,0.887138,1919.92,713.727,0.580895,1928.21,717.814,0.512231,1965.54,684.684,0.861726,1969.63,713.731,0.855004,1940.6,713.756,0.841067,1940.81,750.814,0.784063,1936.41,746.94,0.769462,1924.09,808.861,0.595454,1924.08,850.296,0.55023,1957.3,750.87,0.744284,1944.98,808.844,0.583588,1940.52,850.44,0.558845,1936.7,672.068,0.648985,1940.7,672.086,0.861063,1936.78,676.17,0.123421,1944.9,672.164,0.784811,1940.78,871.154,0.449773,1944.83,871.087,0.450599,1936.56,858.63,0.422598,1928.21,866.949,0.422568,1915.86,858.718,0.415319,1924.08,854.613,0.432836
P02_Med_Front_3,2,2,1841.34,713.462,0.855172,1845.38,734.328,0.805292,1837.26,726.078,0.856014,1832.75,746.627,0.659853,1816.36,750.811,0.537222,1865.97,738.357,0.784036,1857.73,751.009,0.743311,1836.79,750.969,0.74624,1837.22,775.603,0.678432,1836.75,771.625,0.639354,1799.7,780.03,0.4219,1774.97,833.824,0.269691,1841.44,775.691,0.676655,1808.02,788.289,0.569247,1787.32,842.094,0.417909,1841.29,709.567,0.724667,1845.35,713.337,0.808604,1841.2,713.546,0.17875,1857.87,713.563,0.727354,1779.08,846.422,0.263849,1787.3,846.429,0.282384,1787.27,846.121,0.355313,1774.79,833.794,0.160203,1774.8,833.838,0.157637,1774.83,837.821,0.24834
P02_Med_Front_3,2,3,423.294,759.205,0.182409,402.606,796.411,0.77857,415.278,796.406,0.832371,415.199,841.936,0.863271,415.011,875.12,0.757111,381.764,800.537,0.787023,377.855,842.258,0.24573,402.574,870.954,0.0739539,410.789,879.201,0.809667,415.164,875.394,0.855693,448.436,925.036,0.673602,473.05,983.166,0.66777,386.141,875.354,0.71069,431.716,937.354,0.283935,456.515,983.065,0.242001,415.206,750.99,0.222035,0.0,0.0,0.0,411.099,763.327,0.754036,382.063,767.415,0.152113,489.722,991.335,0.138468,485.579,987.211,0.114984,452.331,995.422,0.174406,506.129,987.246,0.60284,493.849,1003.63,0.617347,464.784,999.628,0.620854
P02_Med_Front_3,3,0,1439.04,647.224,0.850057,1439.12,672.1,0.986101,1418.35,672.136,0.87995,1410.12,688.669,0.896946,1410.26,713.535,0.856675,1451.6,672.09,0.869221,1471.97,692.902,0.857374,1468.13,713.742,0.897422,1439.07,717.818,0.945923,1430.69,717.773,0.892787,1426.66,763.326,0.828074,1434.85,804.62,0.8642,1443.41,717.813,0.940071,1443.42,763.341,0.874456,1443.16,800.661,0.889536,1438.85,643.26,0.797418,1439.25,643.249,0.825385,1434.81,647.141,0.626635,1443.24,643.25,0.707232,1443.3,809.063,0.711021,1447.39,808.895,0.716967,1443.06,804.776,0.768601,1434.94,812.906,0.760141,1430.68,809.032,0.730644,1434.85,808.759,0.768596
P02_Med_Front_3,3,1,1841.31,713.451,0.875084,1845.37,734.318,0.80065,1837.26,726.078,0.854688,1832.74,746.656,0.644541,1820.39,750.781,0.516557,1865.96,738.343,0.781325,1853.63,750.983,0.74512,1832.94,750.935,0.728119,1837.2,775.621,0.675299,1836.74,771.647,0.638417,1795.63,780.073,0.431509,1774.94,837.827,0.321081,1841.41,775.719,0.67831,1807.88,788.266,0.591172,1783.22,842.117,0.481744,1841.26,709.545,0.751694,1845.32,709.648,0.831422,1841.17,713.531,0.178914,1861.82,713.541,0.742018,1775.02,850.316,0.321557,1783.2,850.389,0.348591,1783.2,846.144,0.410313,1770.87,842.012,0.195953,1774.74,841.937,0.191832,1774.83,837.918,0.28656
