TD_Kneeadduction_1,TD_Kneeadduction_2,TD_Kneeadduction_3,TD_Kneeadduction_4,TO_Kneeadduction_1,TO_Kneeadduction_2,TO_Kneeadduction_3,TO_Kneeadduction_4,TD_Kneeflexion_1,TD_Hipflexion_1,TD_Ankledorsiflexion_1,TD_Kneeflexion_2,TD_Hipflexion_2,TD_Ankledorsiflexion_2,TD_Kneeflexion_3,TD_Hipflexion_3,TD_Ankledorsiflexion_3,TD_Kneeflexion_4,TD_Hipflexion_4,TD_Ankledorsiflexion_4,TO_Kneeflexion_1,TO_Hipflexion_1,TO_Ankledorsiflexion_1,TO_Kneeflexion_2,TO_Hipflexion_2,TO_Ankledorsiflexion_2,TO_Kneeflexion_3,TO_Hipflexion_3,TO_Ankledorsiflexion_3,TO_Kneeflexion_4,TO_Hipflexion_4,TO_Ankledorsiflexion_4
-7.096382186691358,6.006208487937215,0.0623039337778266,3.4968128471631985,-9.090287845309348,-7.831572980748149,-1.958985769305542,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2419361192849294,0.2982962614295559,-1.4341330212494938,5.754763865243859,-0.4452508017318735,-3.3199781036122147,-1.529112733771882,-23.06235662571569,,,,,,,,,,,,,,,,,,,,,,,,
1.7076677546183987,0.1532422725267395,0.4307224905451789,-0.1838431482755709,-0.97560845645296,-0.787851113823109,-11.492672464403142,-15.276067534364016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.658932470987594,25.43788065338896,5.066368532453026,-1.218857994271417,26.723087112312896,8.69065738225909,0.4856297724523983,28.07877720597068,7.547346874416263,-6.229642591653004,21.323691417073945,6.987335959384865,27.74736527178385,-19.822638417640576,-7.104514043455737,50.249108013262514,-0.2764653953624929,4.184024696932738,37.30345649014464,-16.87157287581249,-4.2421404398854605,41.91950844202197,-7.964360428744698,-4.788577883857556
,,,,,,,,5.937430719375584,31.64901273896507,6.492695720001876,2.6529018454246227,28.24860866088349,11.629110310823831,1.170529970987559,25.60469602478136,7.324811126260286,-1.2880043351123618,25.12060809546881,4.465729619671549,33.66810378488478,-19.555977574503714,-4.3768835242334205,43.11122567412906,-13.74082206611928,-10.347669549256976,42.45967943433388,-11.693898447521718,6.60377777289591,42.60594287846797,-6.599053871743081,1.3826792334188696
,,,,,,,,1.1986249659886994,24.270831918647616,6.843864218989367,1.08321805335396,28.85736904158776,7.222627770860399,-0.0473228611656963,26.69193830984256,7.866318447492787,-7.809497279329321,23.428218192057045,6.7991541925830745,31.424112069713487,-13.832045708548549,-4.156851880303137,41.08524480718037,-10.108722880670712,-8.792877519933299,46.26840032094466,-8.874758299657373,-5.5300835814366565,45.528358292425565,-5.761684867152411,-11.316947521362394
