video_name,frame,person_idx,nose_x,nose_y,nose_c,left_eye_x,left_eye_y,left_eye_c,right_eye_x,right_eye_y,right_eye_c,left_ear_x,left_ear_y,left_ear_c,right_ear_x,right_ear_y,right_ear_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,right_elbow_x,right_elbow_y,right_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,right_wrist_x,right_wrist_y,right_wrist_c,left_hip_x,left_hip_y,left_hip_c,right_hip_x,right_hip_y,right_hip_c,left_knee_x,left_knee_y,left_knee_c,right_knee_x,right_knee_y,right_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_ankle_x,right_ankle_y,right_ankle_c,head_top_x,head_top_y,head_top_c,neck_x,neck_y,neck_c,pelvis_x,pelvis_y,pelvis_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_heel_x,right_heel_y,right_heel_c
P04_Med_Front_1,1,0,1434.0115966796875,631.469970703125,0.8693562150001526,1437.2735595703125,626.5770874023438,0.9016427397727966,1430.749755859375,628.2080688476562,0.8654177784919739,1442.16650390625,629.8389892578125,0.8962017297744751,1425.8568115234375,629.8389892578125,0.8701853156089783,1450.3214111328125,647.7797241210938,0.8750927448272705,1416.0709228515625,647.7797241210938,0.9055643081665039,1455.2142333984375,672.2442626953125,0.8130373954772949,1409.547119140625,673.875244140625,0.8845805525779724,1455.2142333984375,695.077880859375,0.9114101529121399,1404.6541748046875,696.7088623046875,0.9077455401420593,1442.16650390625,703.2327270507812,0.8467636108398438,1420.9638671875,703.2327270507812,0.8405205607414246,1440.5355224609375,739.1140747070312,0.8208745121955872,1420.9638671875,739.1140747070312,0.8380924463272095,1435.642578125,773.364501953125,0.8162412643432617,1422.5948486328125,773.364501953125,0.8518098592758179,1432.380615234375,618.4222412109375,0.8321273922920227,1434.0115966796875,639.6248168945312,0.9287868142127991,1430.749755859375,701.6017456054688,0.9542754888534546,1435.642578125,784.7813110351562,0.9211865067481995,1422.5948486328125,786.4122314453125,0.8790895342826843,1440.5355224609375,783.1503295898438,0.9232515692710876,1416.0709228515625,784.7813110351562,0.8539556264877319,1434.0115966796875,778.2573852539062,0.7503282427787781,1424.225830078125,779.8883666992188,0.8010500073432922
P04_Med_Front_1,1,1,1844.83203125,704.302978515625,0.17476022243499756,1864.90576171875,692.2587280273438,0.4257022440433502,1891.001708984375,696.2734985351562,0.47261515259742737,1866.9132080078125,692.2587280273438,0.8085367679595947,1891.001708984375,694.26611328125,0.7983127236366272,1854.868896484375,714.3399047851562,0.8789966106414795,1897.02392578125,716.3472900390625,0.8626473546028137,1844.83203125,746.4580078125,0.8339614272117615,1901.0386962890625,748.4653930664062,0.851163387298584,1858.8836669921875,748.4653930664062,0.747612476348877,1882.9722900390625,746.4580078125,0.6522603631019592,1860.8909912109375,764.5244140625,0.756990373134613,1884.9796142578125,766.5317993164062,0.7430171966552734,1852.861572265625,810.6941528320312,0.7890107035636902,1876.9500732421875,812.7015380859375,0.8098925352096558,1846.83935546875,852.84912109375,0.7921112179756165,1868.9205322265625,858.8712768554688,0.8499616384506226,1876.9500732421875,678.20703125,0.7088350653648376,1876.9500732421875,702.2955932617188,0.8021199703216553,1872.935302734375,762.5170288085938,0.802567183971405,1846.83935546875,858.8712768554688,0.7415561676025391,1866.9132080078125,862.8860473632812,0.8502035140991211,1840.8172607421875,858.8712768554688,0.7774798274040222,1872.935302734375,864.8934326171875,0.8178063631057739,1846.83935546875,860.878662109375,0.8555306196212769,1868.9205322265625,868.908203125,0.8411310911178589
P04_Med_Front_1,1,2,1838.04443359375,704.9681396484375,0.8243541121482849,1840.540771484375,701.1744384765625,0.8586369752883911,1832.94921875,701.4825439453125,0.8553314208984375,1847.193359375,699.8966064453125,0.89778733253479,1828.4996337890625,701.4801025390625,0.8750240802764893,1855.458251953125,715.4193115234375,0.7888509631156921,1824.0228271484375,717.9089965820312,0.7821075916290283,1860.1119384765625,741.1241455078125,0.6963499784469604,1809.82666015625,745.1809692382812,0.8718138933181763,1847.7843017578125,720.7755126953125,0.3974699079990387,1818.9521484375,727.3526000976562,0.7247098684310913,1849.9033203125,762.9732666015625,0.6340365409851074,1826.969970703125,762.8705444335938,0.6955745220184326,1837.2977294921875,787.190185546875,0.6680411696434021,1809.333740234375,780.1991577148438,0.6988748908042908,1823.315673828125,818.6497802734375,0.36352261900901794,1805.838134765625,820.3975219726562,0.3634202182292938,1835.7939453125,686.2265625,0.880728542804718,1838.94677734375,711.340087890625,0.8740510940551758,1839.389892578125,758.9762573242188,0.6838780641555786,1867.009521484375,867.5869140625,0.7007236480712891,1851.27978515625,862.3436279296875,0.6527901887893677,1872.2528076171875,869.3346557617188,0.5777828097343445,1846.0364990234375,862.3436279296875,0.5879048705101013,1868.75732421875,860.5958862304688,0.6151686906814575,1846.0364990234375,853.6048583984375,0.4712181091308594
P04_Med_Front_1,1,3,2057.6806640625,723.4912109375,0.8803598880767822,2061.88671875,720.0218505859375,0.8996638059616089,2055.94775390625,718.2908935546875,0.9060733318328857,2074.793212890625,721.7623291015625,0.8891049027442932,2055.75537109375,717.9290161132812,0.48968270421028137,2086.01513671875,739.610107421875,0.743815004825592,2051.73828125,737.8599243164062,0.8614934086799622,2085.281982421875,772.9168701171875,0.5707939863204956,2047.53759765625,764.0999755859375,0.7937377691268921,2057.70458984375,780.2958374023438,0.7089080214500427,2047.5372314453125,775.9921875,0.775587260723114,2078.949951171875,791.5045776367188,0.5468458533287048,2056.995849609375,790.031982421875,0.6305058002471924,2053.731201171875,837.3468627929688,0.39944836497306824,2037.5390625,827.2266845703125,0.30350860953330994,2015.274658203125,875.803466796875,0.4737023711204529,2015.274658203125,871.75537109375,0.3439309000968933,2066.0859375,704.63427734375,0.8711932897567749,2068.84619140625,731.9094848632812,0.8208626508712769,2068.12548828125,789.1817626953125,0.6927844882011414,1982.89013671875,871.75537109375,0.7577505707740784,2013.2506103515625,883.8995971679688,0.28182944655418396,1986.938232421875,875.803466796875,0.757197380065918,2013.2506103515625,883.8995971679688,0.27394410967826843,2009.2025146484375,885.923583984375,0.8427179455757141,2017.2987060546875,889.9716796875,0.40743911266326904
P04_Med_Front_1,1,4,2094.59814453125,718.3129272460938,0.8577336072921753,2098.428955078125,714.4794311523438,0.8575842380523682,2096.263916015625,714.4354248046875,0.7501910924911499,2108.40185546875,716.8720703125,0.8498595952987671,2110.83203125,716.8682861328125,0.49654126167297363,2108.7265625,742.3026123046875,0.6844346523284912,2107.189453125,740.7615966796875,0.45418453216552734,2099.11962890625,773.1778564453125,0.5052992105484009,2099.129638671875,771.5607299804688,0.42306607961654663,2078.26513671875,778.5977172851562,0.4137203097343445,2087.5703125,780.919677734375,0.37821799516677856,2106.16162109375,798.3450927734375,0.5181615352630615,2101.272216796875,794.493408203125,0.42872440814971924,2070.08544921875,811.1347045898438,0.5395808219909668,2073.850830078125,805.2185668945312,0.12751203775405884,2042.8604736328125,861.845458984375,0.30098584294319153,2103.81591796875,825.7210083007812,0.189525306224823,2107.614013671875,701.4422607421875,0.8884052038192749,2109.16943359375,729.1963500976562,0.8518567085266113,2105.303466796875,792.4359130859375,0.6047435402870178,2092.776123046875,828.875244140625,0.16319343447685242,2094.353271484375,835.1837158203125,0.19213232398033142,2033.2086181640625,867.9151000976562,0.1433042585849762,2092.139892578125,836.3553466796875,0.18856243789196014,2044.39501953125,867.9998779296875,0.2144564986228943,2107.699462890625,827.4559936523438,0.18055644631385803
P04_Med_Front_1,1,5,1939.474365234375,716.8258056640625,0.5979470014572144,1943.013671875,713.4383544921875,0.5605736970901489,1939.890625,713.0449829101562,0.5845493674278259,1954.9730224609375,713.458984375,0.5822039842605591,1937.2601318359375,713.458984375,0.5435042381286621,1968.434814453125,734.0059814453125,0.615983247756958,1931.592041015625,730.46337890625,0.6744867563247681,1972.6859130859375,765.1807250976562,0.7466237545013428,1917.421630859375,755.969970703125,0.7383406758308411,1949.304931640625,772.265869140625,0.7217520475387573,1919.5472412109375,765.1807250976562,0.6679317355155945,1954.2645263671875,778.6425170898438,0.5947845578193665,1930.8834228515625,776.5169677734375,0.6149653196334839,1951.430419921875,780.76806640625,0.05433119833469391,1922.0269775390625,781.8308715820312,0.12684737145900726,1936.5516357421875,780.76806640625,0.2183254212141037,1933.717529296875,780.0595703125,0.19520391523838043,1948.086181640625,698.29052734375,0.7752355337142944,1951.4283447265625,723.466552734375,0.6914573907852173,1942.92822265625,775.8084716796875,0.7948909997940063,1934.426025390625,772.265869140625,0.12010705471038818,1927.3409423828125,766.5977783203125,0.11626476049423218,1930.1749267578125,776.5169677734375,0.08066518604755402,1925.21533203125,772.265869140625,0.08059439063072205,1933.717529296875,779.35107421875,0.0844826027750969,1952.138916015625,780.76806640625,0.06602970510721207
P04_Med_Front_1,1,6,1897.691650390625,702.8804321289062,0.26026731729507446,1899.6353759765625,700.4507446289062,0.33780407905578613,1896.23388671875,699.96484375,0.25835394859313965,1904.4947509765625,704.8241577148438,0.1737373322248459,1919.07275390625,707.7398071289062,0.0942424014210701,1919.5587158203125,719.4022216796875,0.05307833105325699,1911.7838134765625,709.1975708007812,0.03197877109050751,1921.9884033203125,726.6912231445312,0.06290005147457123,1905.9525146484375,703.3663940429688,0.04216962680220604,1927.819580078125,721.8318481445312,0.039312660694122314,1897.691650390625,714.5428466796875,0.030231257900595665,1921.50244140625,731.0646362304688,0.058329030871391296,1905.4666748046875,729.6068115234375,0.04600059986114502,1930.249267578125,719.4022216796875,0.04902651160955429,1915.6712646484375,734.4661254882812,0.03054191917181015,1916.1572265625,731.550537109375,0.08301546424627304,1914.6993408203125,726.2052612304688,0.09648695588111877,1906.9244384765625,696.077392578125,0.4040136933326721,1914.2135009765625,712.59912109375,0.2895750403404236,1914.2135009765625,728.1489868164062,0.09965341538190842,1920.5306396484375,731.550537109375,0.08895749598741531,1894.776123046875,698.5070190429688,0.028921550139784813,1895.261962890625,698.9929809570312,0.036713678389787674,1912.755615234375,725.2333984375,0.01914571039378643,1919.07275390625,732.0364990234375,0.0741204246878624,1922.960205078125,731.550537109375,0.03289153426885605
P04_Med_Front_1,2,0,1434.5299072265625,633.4466552734375,0.8578306436538696,1437.822265625,628.508056640625,0.8707253932952881,1432.8837890625,630.154296875,0.8266632556915283,1441.1146240234375,631.8004150390625,0.8690508008003235,1426.299072265625,631.8004150390625,0.8094292879104614,1450.99169921875,649.908447265625,0.8997268080711365,1416.4219970703125,649.908447265625,0.9185039401054382,1455.9302978515625,672.9549560546875,0.8529043793678284,1408.1910400390625,674.60107421875,0.8972699642181396,1454.2840576171875,696.00146484375,0.9102618098258972,1403.2525634765625,697.6475830078125,0.8752652406692505,1442.7608642578125,705.8785400390625,0.8679748177528381,1421.3604736328125,704.2322998046875,0.8519383668899536,1439.468505859375,742.094482421875,0.870505154132843,1421.3604736328125,740.4482421875,0.8782210946083069,1434.5299072265625,775.01806640625,0.890106201171875,1421.3604736328125,776.6641845703125,0.8494028449058533,1434.5299072265625,620.2772216796875,0.7987934350967407,1434.5299072265625,640.0313720703125,0.9257042407989502,1431.237548828125,704.2322998046875,0.9497101306915283,1434.5299072265625,784.8951416015625,0.8774822354316711,1421.3604736328125,788.1875,0.8708517551422119,1439.468505859375,784.8951416015625,0.9025254845619202,1416.4219970703125,788.1875,0.8681044578552246,1432.8837890625,779.95654296875,0.7788523435592651,1424.65283203125,783.2489013671875,0.8024303913116455
P04_Med_Front_1,2,1,1835.8583984375,705.3297119140625,0.8833473324775696,1839.330810546875,700.586669921875,0.8968054056167603,1832.362548828125,701.8339233398438,0.8896077275276184,1846.6806640625,699.63623046875,0.9013513326644897,1827.9609375,700.92236328125,0.8796238899230957,1855.873779296875,715.8423461914062,0.8100135922431946,1824.47265625,717.133056640625,0.8457187414169312,1859.33056640625,740.4658813476562,0.694023609161377,1811.135498046875,744.7015380859375,0.8613908290863037,1845.2755126953125,723.4730224609375,0.607562780380249,1819.0718994140625,726.454833984375,0.737910270690918,1849.320556640625,763.0462646484375,0.62314772605896,1827.4638671875,761.9194946289062,0.6781005859375,1840.035888671875,795.08251953125,0.4052561819553375,1808.5975341796875,784.6030883789062,0.5701033473014832,1869.7276611328125,854.466064453125,0.4426600933074951,1848.7686767578125,849.2263793945312,0.4796963334083557,1836.1806640625,685.9481201171875,0.8860465288162231,1839.359619140625,711.7158203125,0.8662034273147583,1838.380859375,760.5726318359375,0.7012606859207153,1867.9810791015625,866.6920776367188,0.86097651720047,1852.2618408203125,863.198974609375,0.8278221487998962,1873.220703125,868.4386596679688,0.7635412216186523,1847.0220947265625,863.198974609375,0.845051646232605,1866.2344970703125,861.452392578125,0.697443962097168,1847.0220947265625,856.212646484375,0.690208911895752
P04_Med_Front_1,2,2,1863.0733642578125,696.2159423828125,0.24955520033836365,1865.0657958984375,692.2311401367188,0.5245781540870667,1890.9669189453125,696.2159423828125,0.473326176404953,1867.0582275390625,692.2311401367188,0.8210927844047546,1888.9744873046875,692.2311401367188,0.789786696434021,1857.09619140625,714.1474609375,0.8794238567352295,1896.944091796875,716.139892578125,0.8911392688751221,1845.141845703125,744.0333862304688,0.8615593910217285,1900.9288330078125,748.0181884765625,0.8582169413566589,1861.0810546875,746.0257568359375,0.7227651476860046,1881.0050048828125,746.0257568359375,0.6851924061775208,1861.0810546875,767.942138671875,0.7225002646446228,1884.98974609375,767.942138671875,0.7460735440254211,1853.1114501953125,811.7747802734375,0.7841308116912842,1877.0201416015625,813.7671508789062,0.7914444804191589,1847.13427734375,851.6226196289062,0.8449207544326782,1869.050537109375,857.5997924804688,0.8343233466148376,1877.0201416015625,678.284423828125,0.78108811378479,1877.0201416015625,702.193115234375,0.8019548058509827,1873.035400390625,765.94970703125,0.7732077240943909,1847.13427734375,857.5997924804688,0.7294983863830566,1867.0582275390625,863.5770263671875,0.8158285617828369,1841.1571044921875,857.5997924804688,0.7640444040298462,1873.035400390625,865.5693969726562,0.8154600262641907,1847.13427734375,861.5845947265625,0.863922119140625,1869.050537109375,869.55419921875,0.8723268508911133
