TD_Kneeflexion_1,TD_Hipflexion_1,TD_Ankledorsiflexion_1,TD_Kneeflexion_2,TD_Hipflexion_2,TD_Ankledorsiflexion_2,TD_Kneeflexion_3,TD_Hipflexion_3,TD_Ankledorsiflexion_3,TD_Kneeflexion_4,TD_Hipflexion_4,TD_Ankledorsiflexion_4,TO_Kneeflexion_1,TO_Hipflexion_1,TO_Ankledorsiflexion_1,TO_Kneeflexion_2,TO_Hipflexion_2,TO_Ankledorsiflexion_2,TO_Kneeflexion_3,TO_Hipflexion_3,TO_Ankledorsiflexion_3,TO_Kneeflexion_4,TO_Hipflexion_4,TO_Ankledorsiflexion_4,TD_Kneeadduction_1,TD_Kneeadduction_2,TD_Kneeadduction_3,TD_Kneeadduction_4,TO_Kneeadduction_1,TO_Kneeadduction_2,TO_Kneeadduction_3,TO_Kneeadduction_4
3.935189183893215,20.53309284972985,0.6959990116716881,5.3502677711895785,23.327839492351785,-4.097372483806083,3.8610545856149088,25.2503626247854,-7.433063831508832,3.456027336953696,29.30672730020541,-8.147085977010747,30.34740608666209,-26.343193758538945,3.43436271113535,24.115077312327088,-28.4709774580426,6.589469276991181,23.875575233789647,-25.947860262024903,8.160751017022633,34.48361347817854,-13.830324523247953,9.414965855314264,,,,,,,,
9.27496321826132,24.33844082618708,-3.148082911152485,6.38138988532549,22.19484622587117,-5.039106386959361,2.9242701970837857,25.420289600403837,-6.665695508103113,0.0686941127352724,25.01874949656542,-5.208245139880091,34.27710192878149,-23.26465940546589,3.713425582618683,25.05046433021621,-29.481356159224447,8.066010784296296,23.52637981931645,-26.767585201161097,6.414306045738314,37.32090780169756,-9.623571175734838,6.295903095624922,,,,,,,,
1.9803272081876455,18.59054889288876,-0.272869626214927,4.704172926772856,25.83419198096104,-6.392525053700069,0.3489009630332873,23.357762996589628,-4.420254655089181,4.928629260637308,33.81998284000292,-4.196240885888201,31.931088507731147,-24.31869519685759,9.937605542136964,32.53119233645239,-24.01688757066222,11.056962915061192,32.766493481233056,-16.80318918545038,11.2892182255016,38.86211295476838,-11.411279510696886,6.157217957952682,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.58666705973144,5.272365570559316,4.861481675366491,5.55389304017811,-5.091300531174227,-9.12764238001148,-8.382763280271263,-21.815543464494965
,,,,,,,,,,,,,,,,,,,,,,,,5.740524064475693,4.831688300805126,4.868718796222083,6.705298444637634,0.0239671681877098,-6.769418824511405,-6.849123032056696,-9.401709222669352
,,,,,,,,,,,,,,,,,,,,,,,,4.198513348601466,2.5423047515050143,5.341979391352766,3.584782671511391,-3.6524298273266993,-1.8722595043869603,-6.851880078204658,-8.43313090369071
