video_name,frame,person_idx,nose_x,nose_y,nose_c,neck_x,neck_y,neck_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,right_elbow_x,right_elbow_y,right_elbow_c,right_wrist_x,right_wrist_y,right_wrist_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,mid_hip_x,mid_hip_y,mid_hip_c,right_hip_x,right_hip_y,right_hip_c,right_knee_x,right_knee_y,right_knee_c,right_ankle_x,right_ankle_y,right_ankle_c,left_hip_x,left_hip_y,left_hip_c,left_knee_x,left_knee_y,left_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_eye_x,right_eye_y,right_eye_c,left_eye_x,left_eye_y,left_eye_c,right_ear_x,right_ear_y,right_ear_c,left_ear_x,left_ear_y,left_ear_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,right_heel_x,right_heel_y,right_heel_c,person_height
P01_Med_Side_1,85,0,444.116,638.984,0.913289,410.892,688.66,0.92999,377.624,692.866,0.868913,373.513,775.552,0.906435,394.373,841.959,0.912537,444.085,684.661,0.91987,452.495,751.013,0.836541,489.71,809.098,0.909799,427.552,825.473,0.802726,410.982,829.677,0.845135,419.339,925.054,0.80646,406.656,1028.7,0.814482,448.142,821.296,0.868171,443.861,920.869,0.815504,406.856,1016.33,0.775537,435.775,630.567,0.799349,444.007,626.534,0.216045,410.76,638.992,0.888602,0.0,0.0,0.0,448.119,1041.05,0.518708,444.109,1036.85,0.492334,386.045,1036.86,0.392434,444.107,1045.28,0.817514,423.301,1049.36,0.794109,386.135,1041.12,0.782043,337.0865357441617
P01_Med_Side_1,86,0,448.33,639.015,0.917015,415.052,684.696,0.944057,381.814,696.904,0.885724,377.553,775.547,0.927059,398.541,841.995,0.918144,448.333,680.563,0.953777,460.747,746.815,0.883259,506.143,808.786,0.943155,435.794,821.346,0.829198,414.915,825.56,0.85413,427.508,916.666,0.809601,410.746,1020.36,0.844627,448.388,817.201,0.888601,448.466,912.631,0.887455,419.279,1012.09,0.827537,444.049,630.666,0.866389,448.2,626.468,0.182031,414.956,642.86,0.908851,0.0,0.0,0.0,464.853,1040.94,0.607753,460.621,1032.75,0.571481,410.777,1028.53,0.369291,452.358,1041.22,0.794082,435.76,1045.31,0.771118,394.29,1040.96,0.765924,324.7473549699828
P01_Med_Side_1,87,0,452.471,642.898,0.892121,419.217,688.757,0.899298,385.968,696.999,0.863672,377.844,775.674,0.962834,406.641,846.119,0.943823,452.448,684.599,0.903084,477.108,750.784,0.902183,510.452,804.69,0.9361,439.979,829.682,0.851148,415.209,833.813,0.860052,444.157,916.744,0.843727,439.79,1020.41,0.79323,452.342,825.484,0.841377,448.124,916.631,0.851342,411.043,1020.33,0.793615,448.127,630.717,0.876358,452.492,626.496,0.271562,419.185,642.848,0.900366,0.0,0.0,0.0,473.16,1040.87,0.306879,469.013,1032.73,0.278059,386.058,1040.91,0.631403,485.491,1041.09,0.90953,468.925,1045.2,0.861952,419.215,1041.04,0.729945,327.85893705220235
P01_Med_Side_1,88,0,456.531,643.097,0.881651,427.559,696.952,0.860008,394.397,701.048,0.834171,381.859,775.674,0.967375,406.787,846.156,0.968518,460.72,692.766,0.842396,481.441,750.849,0.919327,518.876,804.825,0.909031,443.937,837.839,0.89919,415.298,837.928,0.881546,439.769,916.839,0.802857,410.732,1028.58,0.864618,452.55,833.794,0.829415,469.005,916.735,0.848613,468.864,1020.43,0.826655,448.242,638.764,0.873334,456.596,634.721,0.455675,419.305,642.921,0.885632,0.0,0.0,0.0,510.554,1045.07,0.886624,510.364,1040.9,0.809417,452.479,1040.91,0.691731,452.454,1045.06,0.663494,431.705,1045.31,0.673288,390.27,1041.06,0.820655,327.9390846620755
P01_Med_Side_1,89,0,469.032,643.004,0.848572,440.001,696.953,0.889661,406.836,701.152,0.875965,382.115,775.879,0.95808,410.685,846.381,0.964139,473.097,688.761,0.864585,485.547,750.921,0.88841,539.425,808.733,0.935724,444.217,837.987,0.928658,435.752,841.943,0.855461,477.26,912.751,0.886638,481.507,1032.71,0.868706,452.473,837.893,0.826411,435.799,920.878,0.825862,406.816,1028.63,0.867358,452.438,634.813,0.790175,472.963,630.598,0.395572,435.788,642.955,0.822287,0.0,0.0,0.0,444.197,1041.1,0.717577,439.928,1032.84,0.593166,386.169,1041.11,0.832178,539.319,1036.92,0.817277,518.705,1045.04,0.878899,477.179,1045.13,0.908273,339.8624215840875
P01_Med_Side_1,90,0,477.31,647.143,0.849109,444.183,696.943,0.9157,411.014,701.162,0.893492,390.215,775.87,0.912805,406.8,846.306,0.935634,477.272,688.749,0.896708,497.999,746.887,0.866652,543.716,804.689,0.929551,448.205,841.886,0.912614,439.97,842.018,0.876331,481.343,920.83,0.854784,510.362,1036.88,0.896264,460.692,837.938,0.798823,439.88,920.935,0.82399,406.656,1024.47,0.835777,468.988,642.889,0.759346,477.356,638.89,0.40906,443.981,643.019,0.856191,0.0,0.0,0.0,448.161,1045.12,0.864064,443.96,1040.89,0.751972,386.012,1040.87,0.78761,551.821,1032.75,0.759859,543.494,1041.16,0.854157,506.118,1045.42,0.81471,350.10941236704855
P01_Med_Side_1,91,0,481.608,643.25,0.919226,448.347,701.031,0.911178,415.069,705.171,0.906655,394.425,775.815,0.907531,406.817,846.167,0.957419,481.616,692.888,0.898234,510.365,750.859,0.905721,547.952,804.638,0.907716,452.476,837.932,0.87519,444.107,841.887,0.899026,485.605,916.719,0.857632,522.819,1032.76,0.848726,477.08,833.836,0.835429,440.026,924.955,0.851383,406.696,1020.45,0.859399,477.328,639.021,0.88534,481.549,638.805,0.309297,448.359,643.111,0.918685,0.0,0.0,0.0,452.363,1045.14,0.850604,444.222,1036.99,0.791191,382.097,1036.94,0.810861,576.714,1016.34,0.789256,564.379,1036.94,0.819706,514.757,1045.26,0.870181,344.8544844148035
P01_Med_Side_1,92,0,493.796,643.17,0.883516,460.609,705.206,0.883604,419.382,709.246,0.880934,406.852,779.776,0.934634,410.834,846.303,0.958533,497.93,701.09,0.853352,514.559,750.99,0.920079,568.418,804.76,0.897129,468.93,841.926,0.880675,448.247,842.021,0.906,493.931,920.932,0.812215,543.591,1036.88,0.915259,481.372,837.931,0.88137,443.962,925.023,0.869924,406.784,1024.51,0.861901,481.465,638.925,0.876309,489.694,634.83,0.354379,452.524,643.234,0.900892,0.0,0.0,0.0,452.506,1045.14,0.846121,448.201,1036.98,0.778773,385.982,1040.82,0.814927,593.271,1016.21,0.737557,580.812,1036.86,0.825375,539.478,1049.32,0.819386,350.3882327319228
P01_Med_Side_1,93,0,502.162,643.088,0.845374,473.171,705.297,0.918802,439.956,709.237,0.899418,410.943,779.834,0.952873,411.018,846.447,0.976737,506.335,705.192,0.881344,518.872,759.102,0.847082,576.679,808.736,0.962684,477.018,842.17,0.923738,448.453,842.254,0.887855,510.186,929.188,0.821399,552.044,1028.68,0.855448,485.513,842.08,0.878257,444.041,933.359,0.877609,406.818,1024.49,0.859248,485.555,638.823,0.797361,498.019,634.732,0.298092,464.824,643.184,0.842785,0.0,0.0,0.0,452.375,1045.12,0.821891,448.151,1036.99,0.77272,386.019,1036.91,0.809413,605.762,1012.16,0.815089,593.344,1028.67,0.809017,551.882,1045.16,0.839312,338.5373686803276
P01_Med_Side_1,94,0,510.364,647.168,0.887372,477.293,709.2,0.959603,444.148,709.288,0.934222,414.977,779.775,0.975034,414.894,846.411,0.992775,510.364,705.339,0.918538,535.345,755.046,0.84735,580.926,808.765,0.974097,477.338,842.246,0.952513,456.616,846.146,0.863145,514.443,937.311,0.869858,572.532,1024.53,0.866308,489.767,842.143,0.854357,448.148,937.315,0.877651,410.681,1020.34,0.875128,497.922,642.952,0.801061,510.321,642.854,0.339234,473.04,647.151,0.865139,0.0,0.0,0.0,448.279,1045.12,0.824191,444.159,1040.88,0.779741,386.053,1032.84,0.822002,613.938,1012.04,0.825753,609.75,1028.57,0.840815,572.447,1045.06,0.829945,340.38209415302674
