video_name,frame,person_idx,nose_x,nose_y,nose_c,neck_x,neck_y,neck_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,right_elbow_x,right_elbow_y,right_elbow_c,right_wrist_x,right_wrist_y,right_wrist_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,mid_hip_x,mid_hip_y,mid_hip_c,right_hip_x,right_hip_y,right_hip_c,right_knee_x,right_knee_y,right_knee_c,right_ankle_x,right_ankle_y,right_ankle_c,left_hip_x,left_hip_y,left_hip_c,left_knee_x,left_knee_y,left_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_eye_x,right_eye_y,right_eye_c,left_eye_x,left_eye_y,left_eye_c,right_ear_x,right_ear_y,right_ear_c,left_ear_x,left_ear_y,left_ear_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,right_heel_x,right_heel_y,right_heel_c,person_height
P13_Med_Side_3,82,0,240.787,655.558,0.728824,211.783,709.479,0.969963,174.5,713.373,0.916567,158.04,779.953,0.885796,174.67,846.229,0.962011,245.108,709.347,0.953337,270.023,775.538,0.897053,290.661,825.457,0.858671,224.294,842.01,0.876584,211.713,842.167,0.880477,244.93,920.92,0.848939,211.759,1032.74,0.843774,245.213,837.993,0.918278,228.541,929.171,0.777955,211.914,1020.44,0.810638,220.252,647.313,0.727349,232.688,647.167,0.260136,199.466,655.451,0.750307,0.0,0.0,0.0,249.387,1036.95,0.452175,249.127,1028.69,0.437054,191.281,1040.85,0.375947,249.169,1041.17,0.79358,236.71,1045.27,0.755216,195.344,1041.16,0.770611,321.53306792614654
P13_Med_Side_3,83,0,245.04,659.726,0.731,212.047,709.493,0.989816,178.611,713.385,0.947311,170.446,779.863,0.873788,174.564,846.047,0.955622,249.098,709.404,0.963989,278.097,771.486,0.899581,307.303,813.268,0.929682,224.422,842.191,0.874736,211.803,846.09,0.892962,257.572,916.685,0.824885,216.024,1016.12,0.867628,245.268,842.057,0.910912,220.379,933.32,0.811885,212.098,1024.47,0.831922,236.734,647.425,0.671611,244.954,647.419,0.221644,211.765,655.478,0.769095,0.0,0.0,0.0,257.625,1041.06,0.417931,249.421,1040.84,0.415723,191.197,1041.13,0.475772,257.47,1041.0,0.812708,244.997,1041.24,0.848578,207.636,1032.84,0.729373,305.038051387036
P13_Med_Side_3,84,0,249.13,663.847,0.806296,216.198,709.58,0.973773,178.928,713.457,0.969714,170.465,779.904,0.894475,174.471,846.07,0.952299,253.436,709.449,0.929287,282.294,771.613,0.948935,315.6,813.197,0.934178,232.602,846.059,0.868752,211.966,846.197,0.896991,270.025,912.475,0.869192,224.325,1012.26,0.811155,249.187,842.188,0.913372,232.612,937.322,0.796457,216.24,1020.43,0.795298,244.925,651.464,0.775303,249.098,651.344,0.264714,215.96,663.751,0.801974,0.0,0.0,0.0,282.328,1040.99,0.55655,278.115,1036.85,0.48861,195.326,1041.05,0.496094,278.27,1040.99,0.826545,257.529,1041.25,0.787009,211.854,1036.85,0.724114,302.23189841246074
P13_Med_Side_3,85,0,253.431,663.81,0.809756,224.385,713.386,0.934573,183.078,713.472,0.95236,174.553,779.923,0.914114,174.532,842.218,0.961025,265.843,709.569,0.91285,290.661,775.497,0.901622,332.15,812.996,0.904594,240.898,842.231,0.90449,215.999,846.094,0.891439,278.203,912.412,0.911836,274.005,1016.35,0.832636,253.444,842.159,0.889933,232.615,933.274,0.822256,211.903,1028.55,0.882914,249.1,651.468,0.845026,253.318,651.33,0.251598,220.227,663.753,0.809632,0.0,0.0,0.0,245.06,1041.11,0.422539,236.843,1040.97,0.351834,195.305,1040.94,0.822843,311.458,1040.85,0.878914,294.88,1041.21,0.86047,257.507,1036.94,0.786953,316.2321966735836
P13_Med_Side_3,86,0,265.796,663.75,0.792559,240.784,713.459,0.94264,195.376,713.668,0.888063,178.631,779.984,0.943209,174.641,846.09,0.972928,278.032,709.535,0.932485,303.044,771.474,0.865387,344.563,809.0,0.984402,245.069,842.037,0.93601,220.224,842.136,0.875134,282.321,912.556,0.92466,286.622,1024.58,0.842365,261.722,841.967,0.842471,240.795,933.284,0.830305,211.697,1032.73,0.876436,249.434,651.444,0.838837,257.655,651.34,0.203269,228.503,663.87,0.805044,0.0,0.0,0.0,245.238,1045.11,0.773095,244.983,1040.93,0.678195,191.225,1041.03,0.835603,340.323,1036.95,0.819493,315.742,1041.24,0.869346,282.316,1041.22,0.899211,324.0248513000198
P13_Med_Side_3,87,0,278.039,667.895,0.82683,245.058,713.511,0.989786,207.769,713.651,0.917527,178.836,779.922,0.94957,174.694,846.114,0.982342,278.435,713.468,0.968753,311.438,771.45,0.924159,348.981,809.003,0.9308,249.199,842.172,0.93257,232.714,842.256,0.852802,286.512,912.708,0.873593,311.554,1028.6,0.878942,269.948,842.118,0.843931,241.013,933.349,0.851391,211.688,1036.81,0.898677,261.722,651.528,0.771416,274.035,651.553,0.207543,240.876,663.861,0.80503,0.0,0.0,0.0,253.311,1045.35,0.828471,249.12,1041.11,0.768966,187.196,1041.19,0.81433,356.995,1028.61,0.785106,344.577,1040.94,0.876321,311.196,1041.2,0.879372,331.6085023427475
P13_Med_Side_3,88,0,278.303,672.144,0.903644,249.226,713.704,0.986822,211.942,713.801,0.946284,182.852,779.931,0.957786,178.626,846.239,0.996993,286.544,713.631,0.954218,319.845,771.68,0.906294,373.544,809.048,0.902132,253.351,846.194,0.897251,240.954,846.277,0.879642,290.775,924.934,0.813657,328.019,1024.46,0.823934,278.115,846.143,0.881535,244.898,941.429,0.900429,207.823,1032.78,0.879553,270.025,663.778,0.802692,278.297,659.689,0.429055,244.971,672.11,0.865868,0.0,0.0,0.0,253.375,1045.08,0.831351,249.082,1036.9,0.777518,187.103,1041.05,0.815704,377.9,1016.32,0.821616,369.453,1036.86,0.854464,319.846,1041.1,0.834573,331.63667500745447
P13_Med_Side_3,89,0,282.454,676.064,0.918076,253.347,713.794,0.947041,215.973,717.699,0.948104,183.125,780.004,0.938691,178.832,846.27,1.01385,294.861,713.67,0.917136,336.272,775.654,0.906474,381.908,812.995,0.927491,257.609,846.404,0.832331,245.075,850.335,0.853757,307.116,925.038,0.807689,344.737,1020.33,0.887187,278.387,846.352,0.876681,244.926,941.621,0.909774,207.738,1036.76,0.878164,278.197,663.87,0.8566,282.444,663.76,0.399724,249.155,675.999,0.891937,0.0,0.0,0.0,253.327,1045.18,0.823293,245.191,1040.86,0.76084,187.059,1041.02,0.835713,390.244,1016.2,0.820266,381.731,1032.79,0.888668,344.584,1040.95,0.809844,328.8855269801334
P13_Med_Side_3,90,0,286.696,676.081,0.879184,265.767,717.642,0.904382,224.385,717.811,0.871854,187.23,780.035,0.91353,182.728,846.405,0.993542,303.195,713.66,0.921136,340.48,771.613,0.90448,386.001,808.763,0.916384,278.015,846.41,0.894082,249.367,850.354,0.874663,311.402,937.499,0.879788,369.362,1020.41,0.846313,286.625,846.339,0.874231,245.016,941.622,0.909159,211.747,1028.67,0.871122,282.374,667.932,0.86656,286.636,663.851,0.345625,253.494,676.017,0.85535,0.0,0.0,0.0,253.4,1045.12,0.800466,249.152,1036.99,0.759058,191.138,1036.99,0.809999,406.679,1011.93,0.799369,398.416,1020.35,0.817094,369.402,1040.99,0.797996,335.5361162825844
P13_Med_Side_3,91,0,298.942,672.102,0.822001,278.098,717.793,0.94313,236.863,717.891,0.864806,203.549,780.099,0.893417,182.954,846.4,0.983974,311.57,717.69,0.943873,352.946,775.713,0.928924,410.933,809.018,0.915787,278.362,862.727,0.875296,257.517,862.81,0.801349,315.65,941.738,0.90573,377.842,1020.39,0.904727,298.949,858.615,0.800641,245.05,945.61,0.916482,211.786,1032.73,0.877662,282.608,663.775,0.808434,294.932,655.607,0.408894,261.7,676.052,0.810789,0.0,0.0,0.0,249.285,1045.23,0.781666,245.153,1041.0,0.769724,191.168,1037.0,0.790309,415.024,1008.07,0.80837,410.901,1020.34,0.845377,377.923,1040.96,0.861179,333.7375067953855
