video_name,frame,person_idx,nose_x,nose_y,nose_c,neck_x,neck_y,neck_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,right_elbow_x,right_elbow_y,right_elbow_c,right_wrist_x,right_wrist_y,right_wrist_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,mid_hip_x,mid_hip_y,mid_hip_c,right_hip_x,right_hip_y,right_hip_c,right_knee_x,right_knee_y,right_knee_c,right_ankle_x,right_ankle_y,right_ankle_c,left_hip_x,left_hip_y,left_hip_c,left_knee_x,left_knee_y,left_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_eye_x,right_eye_y,right_eye_c,left_eye_x,left_eye_y,left_eye_c,right_ear_x,right_ear_y,right_ear_c,left_ear_x,left_ear_y,left_ear_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,right_heel_x,right_heel_y,right_heel_c,person_height
P06_Med_Front_2,37,0,1443.06,659.694,0.510633,1439.02,680.314,1.00782,1414.35,680.306,0.914569,1406.0,709.385,1.02441,1406.0,738.49,0.936684,1451.5,680.354,0.909358,1468.11,709.477,0.883052,1472.08,742.355,0.893357,1438.9,742.682,0.986594,1422.51,742.613,0.91106,1418.29,780.027,0.890896,1422.44,813.203,0.852038,1443.21,742.746,1.01349,1443.12,784.033,0.897184,1439.09,817.338,0.874743,1439.18,655.461,0.488257,1443.19,651.536,0.430182,1438.87,655.531,0.584747,1443.31,655.492,0.386783,1439.06,837.794,0.645158,1443.11,833.744,0.655702,1439.04,825.512,0.72973,1418.37,821.445,0.72018,1414.25,821.351,0.722009,1422.43,817.326,0.72724,133.14300848711503
P06_Med_Front_2,38,0,1439.12,659.646,0.592735,1439.0,680.275,1.00852,1414.27,680.287,0.928186,1405.96,709.382,1.01718,1405.97,742.342,0.94471,1451.5,680.292,0.914541,1468.15,709.457,0.894975,1472.18,738.503,0.900107,1438.95,742.737,1.00301,1422.54,742.668,0.915323,1418.36,784.011,0.865834,1422.49,817.146,0.83995,1443.29,742.785,1.01946,1443.25,788.181,0.888792,1443.05,825.444,0.873298,1438.98,651.505,0.558232,1443.04,651.5,0.527493,1434.91,651.537,0.56398,1443.27,651.5,0.494669,1443.08,837.969,0.70859,1443.28,837.849,0.708777,1443.03,833.691,0.753013,1418.36,829.568,0.721999,1414.22,825.445,0.721723,1422.52,821.377,0.718463,137.10563183545736
P06_Med_Front_2,39,0,1439.14,655.528,0.754297,1439.06,680.238,1.02998,1414.29,680.247,0.940752,1405.96,709.357,1.033,1405.86,738.346,0.936538,1455.58,680.287,0.910658,1472.0,709.465,0.912053,1472.23,742.349,0.92425,1438.99,742.768,1.02293,1426.57,742.713,0.925771,1418.34,784.03,0.881987,1418.4,817.217,0.856552,1443.37,746.533,1.02564,1443.3,788.184,0.886403,1443.04,825.535,0.8967,1438.97,651.352,0.736902,1443.08,651.373,0.717018,1434.8,651.439,0.612906,1443.35,651.496,0.557361,1439.18,841.899,0.748436,1443.23,837.967,0.753625,1439.22,833.799,0.786953,1414.3,829.683,0.751832,1410.2,825.563,0.756266,1418.44,825.47,0.741403,137.0316496288358
P06_Med_Front_2,40,0,1443.04,655.519,0.387117,1439.13,680.268,1.00395,1426.58,680.241,0.874041,1406.06,709.386,0.971284,1405.91,742.358,0.905882,1451.46,680.343,0.860827,1472.04,709.605,0.867361,1472.17,742.562,0.869838,1439.04,746.537,0.995093,1434.74,742.777,0.911025,1422.46,783.971,0.858346,1422.53,821.285,0.824922,1443.22,746.557,0.972254,1443.11,788.146,0.881441,1439.22,825.523,0.869815,1439.22,651.331,0.361407,1443.13,651.36,0.324413,1439.04,651.383,0.517677,1443.14,651.381,0.38631,1439.12,837.963,0.703376,1443.13,837.837,0.704206,1439.17,833.81,0.774968,1418.33,833.685,0.680827,1414.23,829.572,0.68029,1422.56,829.651,0.732721,141.1021347676923
P06_Med_Front_2,41,0,1439.16,651.481,0.638558,1439.13,680.203,1.0018,1414.32,676.431,0.913783,1405.98,709.37,1.01499,1405.84,742.393,0.934879,1459.71,680.263,0.891714,1472.09,709.558,0.920144,1472.17,742.656,0.954253,1439.0,742.74,1.01079,1426.56,742.687,0.912271,1418.27,784.001,0.896957,1418.42,821.401,0.848559,1443.38,746.521,1.00349,1443.32,788.132,0.884229,1443.08,829.579,0.884427,1439.0,647.395,0.600519,1443.1,647.435,0.601628,1434.89,647.474,0.544148,1443.4,651.291,0.549481,1439.21,841.924,0.716012,1443.27,837.968,0.717148,1443.02,837.756,0.773177,1418.27,837.816,0.749962,1414.13,833.767,0.743265,1418.45,833.723,0.766818,145.02796592381753
P06_Med_Front_2,42,0,1439.08,651.401,0.756093,1439.09,676.454,0.999843,1414.27,676.434,0.917474,1405.91,709.398,1.01397,1405.75,742.369,0.920537,1455.69,680.223,0.896157,1472.05,709.544,0.904765,1472.12,742.717,0.949705,1438.96,742.76,1.00466,1422.49,742.693,0.913437,1418.32,784.084,0.882328,1422.45,829.624,0.83936,1443.32,746.542,1.00772,1443.27,788.226,0.876002,1443.03,833.778,0.896576,1438.88,647.325,0.730544,1443.04,647.345,0.741278,1430.81,647.449,0.582885,1443.4,647.442,0.599322,1443.11,842.076,0.702423,1443.32,841.917,0.705892,1439.21,837.94,0.790078,1418.42,841.874,0.750064,1414.25,837.935,0.735582,1422.47,837.845,0.775154,153.40824130404474
P06_Med_Front_2,43,0,1438.92,651.387,0.824336,1439.08,676.393,0.999904,1414.22,676.398,0.91363,1405.95,709.332,0.986041,1405.72,742.39,0.921086,1455.73,676.414,0.88968,1472.11,709.417,0.915123,1468.11,742.586,0.962411,1438.9,742.688,0.997821,1418.41,742.611,0.923863,1414.33,784.108,0.880215,1426.65,833.804,0.828959,1443.28,742.759,1.00633,1439.23,788.221,0.877436,1438.96,833.746,0.85582,1434.87,647.291,0.795174,1439.15,647.342,0.844735,1426.66,647.445,0.542796,1443.3,647.458,0.728061,1434.89,842.174,0.668321,1439.11,842.053,0.708529,1438.94,837.935,0.726222,1422.46,842.044,0.743275,1414.31,841.946,0.747324,1430.67,837.975,0.702617,157.89602191315646
P06_Med_Front_2,44,0,1439.11,651.547,0.791448,1439.14,680.196,1.01221,1414.31,676.43,0.918354,1405.97,709.353,0.999313,1405.74,742.397,0.91338,1459.79,680.295,0.899803,1472.12,709.57,0.913219,1467.96,742.628,0.945455,1438.85,742.78,0.985081,1418.32,742.679,0.937115,1414.27,784.149,0.877048,1426.58,833.839,0.823483,1443.23,746.596,1.0088,1439.09,792.309,0.872871,1438.91,833.809,0.856903,1438.94,647.422,0.759991,1443.09,647.491,0.794201,1434.79,651.353,0.537615,1443.46,651.425,0.676291,1430.74,842.186,0.684435,1438.92,842.101,0.728538,1438.94,837.984,0.735214,1418.28,842.014,0.704508,1414.2,841.925,0.713837,1426.67,838.005,0.683373,157.88649777925923
P06_Med_Front_2,45,0,1439.07,651.499,0.69733,1439.09,680.237,0.982252,1414.25,680.202,0.902118,1405.87,709.281,0.939028,1405.75,738.502,0.88537,1459.72,680.322,0.88532,1472.14,709.599,0.912335,1463.91,742.612,0.944053,1438.83,742.762,0.959845,1418.29,742.675,0.919398,1418.28,784.162,0.851501,1426.61,837.901,0.83311,1443.23,746.571,0.986842,1439.14,788.241,0.868859,1434.96,837.784,0.845164,1438.89,647.366,0.636027,1443.05,647.42,0.678198,1434.82,647.467,0.48155,1443.42,651.388,0.591612,1434.79,842.239,0.638767,1438.99,842.121,0.679918,1434.92,841.872,0.70911,1426.56,842.206,0.716638,1418.29,842.112,0.726656,1426.61,841.99,0.708606,158.1826292644043
P06_Med_Front_2,46,0,1439.04,655.451,0.786484,1439.04,680.43,0.986039,1414.18,680.384,0.928929,1405.92,709.564,0.983489,1405.74,742.534,0.910701,1455.62,680.507,0.902008,1472.03,713.675,0.933567,1451.44,742.774,0.953896,1434.99,746.665,0.961965,1414.34,746.596,0.934015,1414.34,792.265,0.854016,1422.41,837.903,0.84642,1443.19,746.738,1.01955,1439.21,796.455,0.877205,1438.99,837.797,0.873678,1438.85,647.431,0.736936,1443.06,651.292,0.791104,1430.79,651.419,0.480352,1447.33,651.486,0.675984,1438.91,846.071,0.666718,1439.2,842.131,0.698174,1438.93,841.859,0.732898,1418.42,842.251,0.775718,1414.15,842.17,0.793191,1422.45,841.994,0.739363,157.73385261572736
